C000001_it_000	Forze armate
C002690_it_001	manager del commercio internazionale di zucchero, cioccolato e dolciumi
C002690_it_002	responsabile del commercio internazionale di zucchero, cioccolato e dolciumi
C002691_it_000	operatore di macchine per catene/operatrice di macchine per catene
C002691_it_001	operatore di macchine per catene
C002691_it_002	operatore di piegatrice-saldatrice per catena
C002691_it_003	operatrice di macchine per catene
C002691_it_004	operatrice di piegatrice-saldatrice per catena
C002692_it_000	tecnico della produzione alimentare
C002692_it_001	tecnico agroalimentare
C002692_it_002	tecnico della trasformazione agroalimentare
C002693_it_000	consulente per lo sviluppo aziendale
C002693_it_001	assistente sociale aziendale
C002694_it_000	agente di sicurezza aeroportuale
C002694_it_001	addetta alla sicurezza aeroportuale
C002694_it_002	addetto alla sicurezza aeroportuale
C002694_it_003	guardia di sicurezza aeroportuale
C002694_it_004	professionista della sicurezza aeroportuale
C002695_it_000	terapista shiatsu
C002695_it_001	tecnico esperto in shiatsu ed altre terapie orientali
C002695_it_002	terapeuta shiatsu
C002696_it_000	ispettore di volo/ispettrice di volo
C002696_it_001	ispettore aeronautico
C002696_it_002	ispettore dell'aviazione civile
C002696_it_003	ispettore di volo
C002696_it_004	ispettrice aeronautica
C002696_it_005	ispettrice dell'aviazione civile
C002696_it_006	ispettrice di volo
C002697_it_000	tecnico di attrezzature da costruzione
C002697_it_001	conduttore di attrezzature da costruzione
C002697_it_002	conduttrice di attrezzature da costruzione
C002697_it_003	manovratore di attrezzature da costruzione
C002697_it_004	manovratrice di attrezzature da costruzione
C002697_it_005	operatore di attrezzature edili
C002697_it_006	operatrice di attrezzature edili
C002697_it_007	tecnico attrezzature pesanti
C002698_it_000	venditore ambulante/venditrice ambulante
C002698_it_001	venditore ambulante
C002698_it_002	venditore ambulante autorizzato
C002698_it_003	venditrice ambulante
C002698_it_004	venditrice ambulante autorizzata
C002699_it_000	tecnico delle lavorazioni in quota
C002699_it_001	addetta ai lavori su funi
C002699_it_002	addetto a lavori su funi
C002699_it_003	attrezzatore
C002699_it_004	attrezzatrice
C002699_it_005	operaia arrampicatrice
C002699_it_006	operaio arrampicatore
C002699_it_007	responsabile carichi sospesi
C002699_it_008	rigger
C002700_it_000	ingegnere acustico
C002700_it_001	esperta in Ingegneria acustica
C002700_it_002	esperto in Ingegneria acustica
C002701_it_000	scrittore/scrittrice
C002701_it_001	autore
C002701_it_002	autrice
C002701_it_003	scrittore
C002701_it_004	scrittrice
C002702_it_000	cestaio/cestaia
C002702_it_001	cestaia
C002702_it_002	cestaio
C002702_it_003	intrecciatore di cesti
C002702_it_004	intrecciatore di cesti di vimini
C002702_it_005	intrecciatrice di cesti
C002702_it_006	intrecciatrice di cesti di vimini
C002703_it_000	gestore di rischi
C002704_it_000	addetto alla composizione/addetta alla composizione
C002704_it_001	addetta alla composizione
C002704_it_002	addetto alla composizione
C002704_it_003	compositore tipografico
C002704_it_004	compositrice tipografica
C002705_it_000	operatore controllo qualità prodotti/operatrice controllo qualità prodotti
C002705_it_001	addetta controllo qualità prodotti
C002705_it_002	addetto controllo qualità prodotti
C002705_it_003	operatore addetto al controllo qualità prodotti
C002705_it_004	operatore controllo qualità prodotti
C002705_it_005	operatrice addetta al controllo qualità prodotti
C002705_it_006	operatrice controllo qualità prodotti
C002706_it_000	conduttore di macchinari per prodotti in gomma/conduttrice di macchinari per prodotti in gomma
C002706_it_001	conduttore di macchinari per prodotti in gomma
C002706_it_002	conduttrice di macchinari per prodotti in gomma
C002707_it_000	operaio specializzato nel trattamento del legno/operaia specializzata nel trattamento del legno
C002707_it_001	addetta alle macchine per il trattamento del legno
C002707_it_002	addetto alle macchine per il trattamento del legno
C002707_it_003	artigiana specializzata nel trattamento del legno
C002707_it_004	artigiano specializzato nel trattamento del legno
C002707_it_005	operaia specializzata nel trattamento del legno
C002707_it_006	operaio specializzato nel trattamento del legno
C002708_it_000	specialista in biometria
C002708_it_001	biometrista
C002709_it_000	operatore della macchina di confezionamento e riempimento/operatrice della macchina di confezionamento e riempimento
C002709_it_001	addetta alla macchina di imballaggio e riempimento
C002709_it_002	addetto alla macchina di imballaggio e riempimento
C002709_it_003	operatore della macchina di confezionamento e riempimento
C002709_it_004	operatrice della macchina di confezionamento e riempimento
C002710_it_000	ispettore montaggio aeronautico/ispettrice montaggio aeronautico
C002710_it_001	ispettore assemblaggio aerei
C002710_it_002	ispettore assemblaggio aeromobili
C002710_it_003	ispettore assemblaggio aeronautico
C002710_it_004	ispettore montaggio aeronautico
C002710_it_005	ispettrice assemblaggio aerei
C002710_it_006	ispettrice assemblaggio aeromobili
C002710_it_007	ispettrice assemblaggio aeronautico
C002710_it_008	ispettrice montaggio aeronautico
C002711_it_000	capo chef pasticcere/capo chef pasticcera
C002711_it_001	capo chef pasticcera
C002711_it_002	capo chef pasticcere
C002711_it_003	capo pasticcera
C002711_it_004	capo pasticcere
C002711_it_005	pasticcera
C002711_it_006	pasticcere
C002712_it_000	sviluppatore di database/sviluppatrice di database
C002712_it_001	architetto dei dati
C002712_it_002	disegnatore di sistemi
C002712_it_003	disegnatrice di sistemi
C002712_it_004	sviluppatore di banche dati
C002712_it_005	sviluppatore di database
C002712_it_006	sviluppatrice di banche dati
C002712_it_007	sviluppatrice di database
C002713_it_000	supervisore di montaggi industriali
C002713_it_001	supervisore di montaggio
C002714_it_000	responsabile import-export di articoli per la casa
C002714_it_001	manager del commercio internazionale di articoli per la casa
C002714_it_002	responsabile del commercio internazionale di articoli per la casa
C002714_it_003	responsabile import-export di prodotti casalinghi
C002715_it_000	responsabile di cava
C002715_it_001	direttore di cava
C002715_it_002	direttore responsabile di cava
C002715_it_003	direttrice di cava
C002715_it_004	direttrice responsabile di cava
C002716_it_000	tecnico di telerilevamento
C002716_it_001	tecnico di rilevamento GPS
C002717_it_000	copywriter pubblicitario/copywriter pubblicitaria
C002717_it_001	copywriter pubblicitaria
C002717_it_002	copywriter pubblicitario
C002718_it_000	artista di effetti speciali
C002718_it_001	artista di effetti speciali digitali
C002718_it_002	artista di effetti visivi
C002718_it_003	tecnico di effetti speciali
C002719_it_000	consulente informatico
C002719_it_001	consulente IT
C002719_it_002	consulenti informatici
C002720_it_000	supervisore di squadra gruisti
C002721_it_000	operatore di sala di controllo di stabilimento chimico/operatrice di sala di controllo di stabilimento chimico
C002721_it_001	operatore di sala di controllo di stabilimento chimico
C002721_it_002	operatrice di sala di controllo di stabilimento chimico
C002722_it_000	responsabile di concessionaria
C002722_it_001	responsabile di concessionaria auto
C002722_it_002	responsabile di concessionaria autoveicoli
C002722_it_003	responsabile di concessionaria moto
C002722_it_004	responsabile di concessionaria veicoli
C002722_it_005	responsabile di concessionaria veicoli commerciali
C002722_it_006	responsabile di concessionaria veicoli industriali
C002722_it_007	responsabile per la vendita di veicoli
C002723_it_000	tenente
C002723_it_001	tenente comandante di reparto
C002723_it_002	tenente dei carabinieri
C002723_it_003	tenente dell'esercito
C002723_it_004	tenente delle forze armate
C002723_it_005	tenente di polizia
C002724_it_000	allevatore di ovini/allevatrice di ovini
C002724_it_001	allevatore di animali
C002724_it_002	allevatore di ovini
C002724_it_003	allevatrice di animali
C002724_it_004	allevatrice di ovini
C002724_it_005	esperta di pecore
C002724_it_006	esperto di pecore
C002725_it_000	coordinatore della manutenzione di aeromobili/ coordinatrice della manutenzione di aeromobili
C002725_it_001	coordinatore della manutenzione di aeromobili
C002725_it_002	coordinatrice della manutenzione di aeromobili
C002726_it_000	responsabile import-export di pesce, crostacei e molluschi
C002726_it_001	manager del commercio internazionale di pesce, crostacei e molluschi
C002726_it_002	responsabile del commercio internazionale di pesce, crostacei e molluschi
C002727_it_000	collaudatore di pannelli di controllo/collaudatrice di pannelli di controllo
C002727_it_001	collaudatore di pannelli di controllo
C002727_it_002	collaudatrice di pannelli di controllo
C002727_it_003	tecnico di prova di pannelli di controllo
C002727_it_004	verificatore di pannelli di controllo
C002727_it_005	verificatrice di pannelli di controllo
C002728_it_000	ingegnere energetico
C002729_it_000	installatore di impianti di isolamento/installatrice di impianti di isolamento
C002729_it_001	addetta all'isolamento
C002729_it_002	addetto all'isolamento
C002729_it_003	coibentatore
C002729_it_004	coibentatrice
C002729_it_005	coibentista
C002729_it_006	installatore di coibentazione
C002729_it_007	installatore di impianti di isolamento
C002729_it_008	installatore di impianti di isolamento e insonorizzazione
C002729_it_009	installatore materiale isolante
C002729_it_010	installatrice di coibentazione
C002729_it_011	installatrice di impianti di isolamento
C002729_it_012	installatrice di impianti di isolamento e insonorizzazione
C002729_it_013	installatrice materiale isolante
C002729_it_014	lavoratore nel settore dell'isolamento
C002729_it_015	lavoratrice nel settore dell'isolamento
C002729_it_016	tecnico isolamento termico fabbricati
C002730_it_000	specialista di back office
C002730_it_001	addetta al back office
C002730_it_002	addetto al back office
C002730_it_003	impiegata back office
C002730_it_004	impiegato back office
C002730_it_005	operatore di back office
C002730_it_006	operatore retro sportello
C002730_it_007	operatrice di back office
C002730_it_008	operatrice retro sportello
C002730_it_009	responsabile back office
C002731_it_000	operatore di reattore nucleare/operatrice di reattore nucleare
C002731_it_001	operatore di reattore nucleare
C002731_it_002	operatrice di reattore nucleare
C002731_it_003	tecnico di reattore nucleare di potenza
C002732_it_000	artista vetraio/artista vetraia
C002732_it_001	artista vetraia
C002732_it_002	artista vetraio
C002732_it_003	mosaicista in vetro e ceramica
C002732_it_004	ornatista su vetro e ceramica
C002732_it_005	restauratore artigiano di vetrate artistiche
C002732_it_006	restauratore di vetrate artistiche
C002732_it_007	restauratrice artigiana di vetrate artistiche
C002732_it_008	restauratrice di vetraie artistiche
C002733_it_000	istruttore di tennis/istruttrice di tennis
C002733_it_001	istruttore di tennis
C002733_it_002	istruttrice di tennis
C002733_it_003	maestra di tennis
C002733_it_004	maestro di tennis
C002734_it_000	tecnico meccanico
C002734_it_001	perito meccanico
C002735_it_000	addetto al trattamento antiruggine/addetta al trattamento antiruggine
C002735_it_001	addetta al trattamento antiruggine
C002735_it_002	addetto al trattamento antiruggine
C002736_it_000	collaudatore di motori di aerei/collaudatrice di motori di aerei
C002736_it_001	collaudatore di motori di aerei
C002736_it_002	collaudatore di motori per aeromobili
C002736_it_003	collaudatrice di motori di aerei
C002736_it_004	collaudatrice di motori per aeromobili
C002737_it_000	tecnico dei dispositivi mobili
C002737_it_001	tecnici dei dispositivi mobili
C002737_it_002	tecnico di apparecchi mobili
C002737_it_003	tecnico di computer portatili
C002737_it_004	tecnico di smartphone
C002737_it_005	tecnico di tablet
C002738_it_000	ingegnere esperto in ventilazione mineraria
C002739_it_000	ispettore dei materiali pericolosi/ispettrice dei materiali pericolosi
C002739_it_001	ispettore Seveso
C002739_it_002	ispettore ambientale
C002739_it_003	ispettore dei materiali pericolosi
C002739_it_004	ispettore del lavoro
C002739_it_005	ispettrice Seveso
C002739_it_006	ispettrice ambientale
C002739_it_007	ispettrice dei materiali pericolosi
C002739_it_008	ispettrice del lavoro
C002740_it_000	responsabile di stazione ferroviaria
C002740_it_001	assuntore di stazione ferroviaria
C002740_it_002	capo stazione ferroviaria
C002740_it_003	direttore di stazione ferroviaria
C002740_it_004	direttrice di stazione ferroviaria
C002741_it_000	istruttore di volo/istruttrice di volo
C002741_it_001	istruttore di scuola di volo
C002741_it_002	istruttore di volo
C002741_it_003	istruttrice di scuola di volo
C002741_it_004	istruttrice di volo
C002741_it_005	pilota istruttore aeronautico
C002742_it_000	sarto costumista/sarta costumista
C002742_it_001	costumista
C002742_it_002	costumista cinematografica e audiovisiva
C002742_it_003	costumista cinematografico e audiovisivo
C002742_it_004	realizzatore di costumi e accessori di scena
C002742_it_005	realizzatrice di costumi e accessori di scena
C002742_it_006	sarta costumista
C002742_it_007	sarta di scena
C002742_it_008	sarto costumista
C002742_it_009	sarto di scena
C002743_it_000	tessitore di tappeti/tessitrice di tappeti
C002743_it_001	fabbricante di tappeti
C002743_it_002	tessitore di tappeti
C002743_it_003	tessitrice di tappeti
C002744_it_000	analista del rischio di credito
C002744_it_001	responsabile della valutazione del rischio di credito
C002744_it_002	responsabile rischio di credito
C002744_it_003	specialista del rischio di credito
C002745_it_000	tributarista
C002745_it_001	consulente tributaria
C002745_it_002	consulente tributario
C002745_it_003	esperta tributaria
C002745_it_004	esperto tributario
C002746_it_000	docente universitario in scienze mediche specialistiche/docente universitaria in scienze mediche specialistiche
C002746_it_001	docente di embriologia
C002746_it_002	docente di gerontologia e geriatria
C002746_it_003	docente di oncologia medica
C002746_it_004	docente di oncologia molecolare
C002746_it_005	docente di oncologia pediatrica
C002746_it_006	docente di ortopedia e traumatologia
C002746_it_007	docente di ortopedia pediatrica
C002746_it_008	docente di patologia clinica
C002746_it_009	docente di patologia generale
C002746_it_010	docente di pediatria
C002746_it_011	docente universitaria in scienze mediche specialistiche
C002746_it_012	docente universitario in scienze mediche specialistiche
C002746_it_013	professore universitario in scienze mediche specialistiche
C002746_it_014	professoressa universitaria in scienze mediche specialistiche
C002747_it_000	gestore immobiliare
C002747_it_001	amministratore di immobili
C002747_it_002	amministratore immobiliare
C002747_it_003	amministratrice di immobili
C002747_it_004	amministratrice immobiliare
C002747_it_005	gestore di immobili
C002747_it_006	responsabile della manutenzione di immobili
C002748_it_000	responsabile di transazioni immobiliari
C002748_it_001	notaia
C002748_it_002	notaio
C002749_it_000	cernitore di prodotti alimentari/cernitrice di prodotti alimentari
C002749_it_001	addetta alla selezione di prodotti alimentari
C002749_it_002	addetto alla selezione di prodotti alimentari
C002749_it_003	cernitore di prodotti alimentari
C002749_it_004	cernitrice di prodotti alimentari
C002749_it_005	classificatore di prodotti alimentari
C002749_it_006	classificatrice di prodotti alimentari
C002750_it_000	ufficiale giudiziario/ufficiale giudiziaria
C002750_it_001	ufficiale giudiziaria
C002750_it_002	ufficiale giudiziario
C002750_it_003	usciera d'udienza
C002750_it_004	usciere d'udienza
C002751_it_000	guida
C002751_it_001	accompagnatore turistico
C002751_it_002	accompagnatrice turistica
C002751_it_003	guida turistica
C002752_it_000	specialista in riparazioni di attrezzature da ufficio
C002752_it_001	responsabile gestione attrezzature da ufficio
C002752_it_002	tecnico attrezzature e apparecchiature da ufficio
C002752_it_003	tecnico attrezzature informatiche
C002753_it_000	responsabile import-export di animali vivi
C002753_it_001	manager del commercio internazionale di animali vivi
C002753_it_002	responsabile del commercio internazionale di animali vivi
C002754_it_000	addetto al catering aereo/addetta al catering aereo
C002754_it_001	addetta al catering
C002754_it_002	addetta al catering aereo
C002754_it_003	addetta al servizio ristorazione
C002754_it_004	addetto al catering
C002754_it_005	addetto al catering aereo
C002754_it_006	addetto al servizio ristorazione
C002755_it_000	copritetti
C002755_it_001	applicatore di coperture impermeabili
C002755_it_002	bitumista per edifici
C002755_it_003	copritetti impermeabilizzatore di solai/copritetti impermeabilizzatrice di solai
C002755_it_004	copritetti in ardesia
C002755_it_005	copritetti in asfalto
C002755_it_006	copritetti in feltri incatramati
C002755_it_007	copritetti in lamiera
C002755_it_008	copritetti in legno
C002755_it_009	copritetti in tegole
C002755_it_010	copritetto
C002755_it_011	impermeabilizzatore di solai
C002755_it_012	impermeabilizzatrice di solai
C002755_it_013	lattoniera
C002755_it_014	lattoniere
C002755_it_015	rivestimentista in asfalto
C002756_it_000	sviluppatore cinematografico/sviluppatrice cinematografica
C002756_it_001	sviluppatore cinematografico
C002756_it_002	sviluppatrice cinematografica
C002756_it_003	tecnico di laboratorio cinematografico
C002756_it_004	tecnico di laboratorio di sviluppo analogico
C002757_it_000	conducente di macchina battipalo
C002758_it_000	allevatore di bestiame/allevatrice di bestiame
C002758_it_001	allevatore di bestiame
C002758_it_002	allevatore di bovini
C002758_it_003	allevatrice di bestiame
C002758_it_004	allevatrice di bovini
C002758_it_005	esperta di bovini
C002758_it_006	esperta nel campo dell'allevamento del bestiame
C002758_it_007	esperto di bovini
C002758_it_008	esperto nel campo dell'allevamento del bestiame
C002759_it_000	collaudatore di motori di veicoli/collaudatrice di motori di veicoli
C002759_it_001	collaudatore di motori automobilistici
C002759_it_002	collaudatore di motori di veicoli
C002759_it_003	collaudatore di motori nel settore automobilistico
C002759_it_004	collaudatrice di motori automobilistici
C002759_it_005	collaudatrice di motori di veicoli
C002759_it_006	collaudatrice di motori nel settore automobilistico
C002760_it_000	specialista import-export di macchinari, impianti industriali, navi e aeromobili
C002760_it_001	importatore-esportatore di macchinari, impianti industriali, navi e aeromobili
C002760_it_002	importatrice-esportatrice di macchinari, impianti industriali, navi e aeromobili
C002760_it_003	responsabile import-export di macchinari, impianti industriali, navi e aeromobili
C002761_it_000	media planner
C002762_it_000	costruttore di strumenti musicali membranofoni/costruttrice di strumenti musicali membranofoni
C002762_it_001	addetta alla costruzione di strumenti musicali membranofoni
C002762_it_002	addetto alla costruzione di strumenti musicali membranofoni
C002762_it_003	costruttore di membranofoni
C002762_it_004	costruttore di strumenti a percussione
C002762_it_005	costruttore di strumenti musicali membranofoni
C002762_it_006	costruttrice di membranofoni
C002762_it_007	costruttrice di strumenti a percussione
C002762_it_008	costruttrice di strumenti musicali membranofoni
C002762_it_009	fabbricante di membranofoni
C002762_it_010	fabbricante di strumenti a percussione
C002762_it_011	fabbricante di strumenti musicali membranofoni
C002763_it_000	istruttore di primo soccorso/istruttrice di primo soccorso
C002763_it_001	istruttore BLS
C002763_it_002	istruttore Basic Life Support
C002763_it_003	istruttore di primo soccorso
C002763_it_004	istruttore di pronto soccorso
C002763_it_005	istruttrice BLS
C002763_it_006	istruttrice Basic Life Support
C002763_it_007	istruttrice di primo soccorso
C002763_it_008	istruttrice di pronto soccorso
C002764_it_000	stivatore
C002764_it_001	portuale
C002764_it_002	scaricatore di porto
C002764_it_003	scaricatrice di porto
C002765_it_000	operatore di macchinari in cava/operatrice di macchinari in cava
C002765_it_001	operatore di macchinari in cava
C002765_it_002	operatrice di macchinari in cava
C002766_it_000	immunologo/immunologa
C002766_it_001	immunologa
C002766_it_002	immunologo
C002766_it_003	ricercatore immunoolgo
C002766_it_004	ricercatrice immunologa
C002767_it_000	funzionario addetto alle politiche ambientali/funzionaria addetta alle politiche ambientali
C002767_it_001	funzionaria addetta alle politiche ambientali
C002767_it_002	funzionario addetto alle politiche ambientali
C002768_it_000	rappresentante del tour operator
C002768_it_001	rappresentante del tour-operator
C002768_it_002	rappresentante turistica
C002768_it_003	rappresentante turistico
C002768_it_004	rappresentanti del tour operator
C002768_it_005	rappresentanti del tour-operator
C002769_it_000	ispettore di impianti avionici/ispettrice di impianti avionici
C002769_it_001	ispettore di apparati avionici
C002769_it_002	ispettore di impianti avionici
C002769_it_003	ispettrice di apparati avionici
C002769_it_004	ispettrice di impianti avionici
C002770_it_000	ingegnere di processo
C002771_it_000	addetto motorecapiti/addetta motorecapiti
C002771_it_001	addetta alle consegne
C002771_it_002	addetta motorecapiti
C002771_it_003	addetto alle consegne
C002771_it_004	addetto motorecapiti
C002771_it_005	pony express in moto
C002772_it_000	responsabile di fabbrica di legname
C002772_it_001	direttore di fabbrica di legname
C002772_it_002	direttore di fabbrica di mobili
C002772_it_003	direttrice di fabbrica di legname
C002772_it_004	direttrice di fabbrica di mobili
C002773_it_000	docente universitario di discipline giuridiche/docente universitaria di discipline giuridiche
C002773_it_001	docente universitaria di discipline giuridiche
C002773_it_002	docente universitario di discipline giuridiche
C002773_it_003	professore universitario di discipline giuridiche
C002773_it_004	professoressa universitaria di discipline giuridiche
C002774_it_000	direttore di notiziario/direttrice di notiziario
C002774_it_001	direttore di giornale radio
C002774_it_002	direttore di notiziario
C002774_it_003	direttore di radiogiornale
C002774_it_004	direttore di telegiornale
C002774_it_005	direttrice di giornale radio
C002774_it_006	direttrice di notiziario
C002774_it_007	direttrice di radiogiornale
C002774_it_008	direttrice di telegiornale
C002775_it_000	responsabile di negozio di bricolage
C002775_it_001	responsabile di negozio di fai da te
C002775_it_002	responsabile negozio di ceramiche
C002775_it_003	responsabile negozio di cucito
C002775_it_004	responsabile negozio vendita pitture
C002776_it_000	commesso di tabaccheria/commessa di tabaccheria
C002776_it_001	addetta alla vendita di articoli per fumatori
C002776_it_002	addetta alla vendita in tabaccheria
C002776_it_003	addetto alla vendita di articoli per fumatori
C002776_it_004	addetto alla vendita in tabaccheria
C002776_it_005	commessa di tabaccheria
C002776_it_006	commesso di tabaccheria
C002776_it_007	tabaccaia
C002776_it_008	tabaccaio
C002777_it_000	tesoriere bancario/tesoriera bancaria
C002777_it_001	direttore finanziario
C002777_it_002	direttrice finanziaria
C002777_it_003	tesoriera bancaria
C002777_it_004	tesoriera di banca
C002777_it_005	tesoriere bancario
C002777_it_006	tesoriere di banca
C002778_it_000	operatore del trattamento termico del latte/operatrice del trattamento termico del latte
C002778_it_001	addetta ai processi di trattamento termico del latte
C002778_it_002	addetto ai processi di trattamento termico del latte
C002778_it_003	operatore del trattamento termico del latte
C002778_it_004	operatrice del trattamento termico del latte
C002779_it_000	addetto alla formatura di laterizi/addetta alla formatura di laterizi
C002779_it_001	addetta alla formatura di laterizi
C002779_it_002	addetto alla formatura di laterizi
C002780_it_000	insegnante per bambini con bisogni educativi speciali nella scuola dell’infanzia
C002781_it_000	insegnante di arti circensi
C002782_it_000	rappresentante tecnico-commerciale nel settore dei macchinari industriali
C002782_it_001	rappresentante tecnico-commerciale di macchinari e impianti industriali
C002783_it_000	epidemiologo/epidemiologa
C002783_it_001	epidemiologa
C002783_it_002	epidemiologo
C002783_it_003	ricercatore epidemiologo
C002783_it_004	ricercatrice epidemiologa
C002784_it_000	coordinatore degli assistenti sociali/coordinatrice degli assistenti sociali
C002784_it_001	coordinatore degli assistenti sociali
C002784_it_002	coordinatrice degli assitenti sociali
C002784_it_003	responsabile degli assistenti sociali
C002784_it_004	supervisore degli assitenti sociali
C002785_it_000	responsabile della distribuzione di profumi e cosmetici
C002785_it_001	pianificatore della distribuzione di profumi e cosmetici
C002785_it_002	pianificatrice della distribuzione di profumi e cosmetici
C002785_it_003	responsabile della catena di fornitura di profumi e cosmetici
C002786_it_000	assistente sociale per i giovani
C002786_it_001	consulente per i giovani
C002786_it_002	consulente per minori
C002786_it_003	educatore professionale sociale
C002786_it_004	educatrice professionale sociale
C002787_it_000	specialista in business development
C002787_it_001	business developer
C002788_it_000	direttore di supermercato/direttrice di supermercato
C002788_it_001	direttore di discount
C002788_it_002	direttore di ipermercato
C002788_it_003	direttore di outlet
C002788_it_004	direttore di supermercato
C002788_it_005	direttore di supermercato alimentare
C002788_it_006	direttrice di discount
C002788_it_007	direttrice di ipermercato
C002788_it_008	direttrice di outlet
C002788_it_009	direttrice di supermercato
C002788_it_010	direttrice di supermercato alimentare
C002788_it_011	responsabile di ipermercato
C002788_it_012	responsabile di negozio in franchising
C002788_it_013	responsabile di negozio outlet
C002788_it_014	responsabile di punto vendita discount
C002788_it_015	responsabile di supermercato
C002789_it_000	specialista import-export di pesce, crostacei e molluschi
C002789_it_001	importatore-esportatore di pesce, crostacei e molluschi
C002789_it_002	importatrice-esportatrice di pesce, crostacei e molluschi
C002789_it_003	responsabile import-export di pesci, crostacei e molluschi
C002790_it_000	sismologo/sismologa
C002790_it_001	analista sismologa
C002790_it_002	analista sismologo
C002790_it_003	ricercatore sismologo
C002790_it_004	ricercatrice sismologa
C002790_it_005	sismologa
C002790_it_006	sismologo
C002791_it_000	tecnico riparatore di hardware
C002791_it_001	consulente informatica
C002791_it_002	consulente informatico
C002791_it_003	operatore di help desk informatico
C002791_it_004	operatrice di help desk informatico
C002791_it_005	responsabile del supporto tecnico informatico
C002791_it_006	tecnico informatico
C002792_it_000	esperto in scienze biomediche/esperta in scienze biomediche
C002792_it_001	esperta in scienze biomediche
C002792_it_002	esperto in scienze biomediche
C002793_it_000	addetto all’informazione e all’assistenza dei clienti/addetta all’informazione e all’assistenza dei clienti
C002793_it_001	addetta all'informazione e all'assistenza dei clienti
C002793_it_002	addetta alla gestione post vendita
C002793_it_003	addetto all'informazione e all'assistenza dei clienti
C002793_it_004	addetto alla gestione post vendita
C002793_it_005	telefonista addetta ai call center per l'informazione
C002793_it_006	telefonista addetta alle informazioni
C002793_it_007	telefonista addetto ai call center per l'informazione
C002793_it_008	telefonista addetto alle informazioni
C002794_it_000	analista di investimenti
C002795_it_000	operatore di cambio/operatrice di cambio
C002795_it_001	cambiavalute
C002795_it_002	operatore bancario cambi
C002795_it_003	operatore di cambio
C002795_it_004	operatore di cambio valuta
C002795_it_005	operatrice bancaria cambi
C002795_it_006	operatrice di cambio
C002795_it_007	operatrice di cambio valuta
C002796_it_000	istruttore dei vigili del fuoco/istruttrice dei vigili del fuoco
C002796_it_001	istruttore dei vigili del fuoco
C002796_it_002	istruttrice dei vigili del fuoco
C002797_it_000	colonnello
C002797_it_001	colonnello comandante di corpo
C002797_it_002	colonnello medico
C002797_it_003	tenente colonnello
C002797_it_004	tenente colonnello comandante di corpo
C002798_it_000	arboricoltore/arboricoltrice
C002798_it_001	arboricoltore
C002798_it_002	arboricoltrice
C002798_it_003	arborista
C002798_it_004	esperta di arboricoltura
C002798_it_005	esperta nella cura degli alberi
C002798_it_006	esperto di aboricoltura
C002798_it_007	esperto nella cura degli alberi
C002798_it_008	specialista nella cura dell'albero
C002799_it_000	titolare di rubrica
C002799_it_001	commentatore
C002799_it_002	commentatore politico
C002799_it_003	commentatrice
C002799_it_004	commentatrice politica
C002799_it_005	giornalista di periodici
C002800_it_000	responsabile import-export
C002800_it_001	manager del commercio internazionale
C002800_it_002	manager dell'import-export
C002800_it_003	responsabile del commercio internazionale
C002800_it_004	responsabile dell'import-export
C002800_it_005	responsabile delle esportazioni
C002800_it_006	responsabile delle importazioni
C002801_it_000	portavoce
C002802_it_000	responsabile dei tavoli da gioco
C002802_it_001	pit boss
C002802_it_002	pit manager
C002802_it_003	responsabile dei tavoli
C002802_it_004	supervisore area di gioco
C002803_it_000	vigile urbano/vigilessa
C002803_it_001	agente di polizia municipale
C002803_it_002	ausiliaria del traffico
C002803_it_003	ausiliario del traffico
C002803_it_004	guardiana di parcheggio
C002803_it_005	guardiano di parcheggio
C002803_it_006	sorvegliante per l'attraversamento pedonale
C002803_it_007	vigile urbana
C002803_it_008	vigile urbano
C002804_it_000	tecnico sistema frenante autoveicoli
C002804_it_001	tecnico diagnosi freni
C002804_it_002	tecnico freni
C002804_it_003	tecnico freni auto
C002804_it_004	tecnico freni autocarri
C002804_it_005	tecnico impianto frenante autoveicoli
C002804_it_006	tecnico riparazioni sistema frenante autoveicoli
C002804_it_007	tecnico sospensioni
C002805_it_000	operatore addetto al trattamento di alimenti per animali/operatrice addetta al trattamento di alimenti per animali
C002805_it_001	addetta all'alimentazione degli animali
C002805_it_002	addetto all'alimentazione degli animali
C002805_it_003	operatore addetto al nutrimento degli animali
C002805_it_004	operatrice addetta al nutrimento degli animali
C002806_it_000	responsabile acquisizioni immobiliari
C002806_it_001	coordinatore divisione immobiliare
C002806_it_002	coordinatrice divisione immobiliare
C002806_it_003	funzionaria di acquisizione immobiliare
C002806_it_004	funzionario di acquisizione immobiliare
C002806_it_005	responsabile transazioni immobiliari
C002807_it_000	analista strutturale
C002808_it_000	commerciante all’ingrosso di metalli e minerali metalliferi
C002808_it_001	grossista di metalli e minerali metalliferi
C002809_it_000	gestore di fondi di investimento
C002810_it_000	promotore immobiliare/promotrice immobiliare
C002810_it_001	costruttore speculatore
C002810_it_002	costruttrice speculatrice
C002810_it_003	promotore immobiliare
C002810_it_004	promotrice immobiliare
C002810_it_005	urbanista
C002811_it_000	responsabile del servizio noleggio di macchine e attrezzature agricole
C002811_it_001	addetta al servizio noleggio di macchine e attrezzature agricole
C002811_it_002	addetto al servizio noleggio di macchine e attrezzature agricole
C002811_it_003	assistente al noleggio di macchine e attrezzature agricole
C002811_it_004	consulente del noleggio di macchine e attrezzature agricole
C002811_it_005	esercente noleggiatore di macchine agricole
