C000001_sv_000	Militära yrken
C002951_sv_001	servicetekniker
C002952_sv_000	specialiserad säljare, blommor och trädgård
C002952_sv_001	blomsterförsäljare
C002952_sv_002	butikssäljare, blomsterbutik
C002952_sv_003	butikssäljare, trädgårdsbutik
C002952_sv_004	butikssäljare, trädgårdscenter
C002952_sv_005	florist
C002952_sv_006	specialiserad säljare, blomsterbutik
C002952_sv_007	specialiserad säljare, trädgårdsbutik
C002952_sv_008	specialiserad säljare, trädgårdscenter
C002952_sv_009	säljare, plantskola
C002952_sv_010	säljare, trädgårdscenter
C002953_sv_000	gruvelektriker
C002954_sv_000	vattenbruksarbetare
C002954_sv_001	fiskodlingsarbetare
C002955_sv_000	kvalitetskontrollant, metallprodukter
C002956_sv_000	larmtekniker
C002956_sv_001	billarmsinstallatör
C002956_sv_002	brandlarmsinstallatör
C002956_sv_003	larminstallatör
C002957_sv_000	parkettarbetare
C002957_sv_001	maskinoperatör, ewp-skivor
C002958_sv_000	saneringsarbetare
C002958_sv_001	sanerare
C002958_sv_002	saneringstekniker
C002959_sv_000	falsare
C002959_sv_001	falsare, bokbinderi
C002960_sv_000	importspeditör, kontorsmaskiner och kontorsutrustning
C002960_sv_001	exportspeditör, kontorsmaskiner och kontorsutrustning
C002961_sv_000	socialchef
C002961_sv_001	chef, socialtjänst
C002961_sv_002	socialförvaltningschef
C002961_sv_003	socialtjänstchef
C002962_sv_000	apoteksassistent
C002963_sv_000	distributionschef, mejeriprodukter och matoljor
C002963_sv_001	logistikchef, mejeriprodukter och matoljor
C002964_sv_000	maskinoperatör, profildragning
C002965_sv_000	studiefinansieringshandläggare
C002966_sv_000	jordbruksforskare
C002967_sv_000	biträdande lektor
C002968_sv_000	rektor, förskola
C002969_sv_000	affischör
C002969_sv_001	affischuppsättare
C002970_sv_000	trafiklärare, tung lastbil med släp
C002970_sv_001	tungutbildare, tung lastbil med släp
C002971_sv_000	terapeut inom alternativmedicin
C002972_sv_000	fjäderspinnare
C002973_sv_000	insamlingsansvarig
C002974_sv_000	museipedagog
C002975_sv_000	brandinspektör
C002976_sv_000	processoperatör, massakokare
C002977_sv_000	kontrolltekniker, kalibrering
C002978_sv_000	mariningenjör
C002979_sv_000	lotsoperatör
C002979_sv_001	hamnlots
C002980_sv_000	nutritionist, färdigrätter
C002980_sv_001	näringsfysiolog, färdigrätter
C002981_sv_000	drifttekniker, geotermisk energi
C002982_sv_000	bokförare
C002983_sv_000	distributionsassistent, naturgas
C002984_sv_000	lektor, datavetenskap
C002985_sv_000	klinisk psykolog
C002986_sv_000	motormontör, motorfordon
C002987_sv_000	trävarugrossist
C002987_sv_001	trävaruhandlare
C002988_sv_000	fiskeriinspektör
C002988_sv_001	fiskerikontrollant
C002989_sv_000	arbetsledare på mälteri
C002989_sv_001	arbetsledare på mälterier
C002989_sv_002	chef på mälteri
C002989_sv_003	driftsledare på mälteri
C002989_sv_004	mälteriarbetsledare
C002990_sv_000	logistikingenjör
C002991_sv_000	webbutvecklare
C002991_sv_001	webbapplikationsutvecklare
C002991_sv_002	webbprogrammerare
C002992_sv_000	agronom
C002993_sv_000	handläggare, handelsutveckling
C002993_sv_001	utredare, handelsutveckling
C002994_sv_000	importchef, tobaksvaror
C002994_sv_001	exportchef, tobaksvaror
C002995_sv_000	montör, kontrollutrustning
C002996_sv_000	ingenjör, pappersindustri
C002997_sv_000	ingenjör, havsbaserad energi
C002997_sv_001	ORE-ingenjör
C002997_sv_002	energiingenjör inom havsbaserad energi
C002997_sv_003	hydrodynamikingenjör
C002997_sv_004	ingenjör för förnybar energi i havet
C002997_sv_005	marin förnybar energiingenjör
C002998_sv_000	byggnadssmed
C002998_sv_001	konstsmed
C002999_sv_000	stenpolerare
C003000_sv_000	eldstadsinstallatör
C003000_sv_001	eldstad installatör hjälpare
C003000_sv_002	eldstadstekniker
C003000_sv_003	gas spis service
C003000_sv_004	installatör, eldstad
C003000_sv_005	kaminbyggare
C003000_sv_006	kamininstallatör
C003000_sv_007	skorstenstekniker
C003001_sv_000	barnvakt
C003001_sv_001	barnpassare
C003002_sv_000	audiolog
C003003_sv_000	ritare, produktutveckling
C003003_sv_001	CAD-ritare, produktutveckling
C003004_sv_000	analytiker, bankprodukter
C003005_sv_000	specialist på växtämnen
C003005_sv_001	expert på växtämnen
C003005_sv_002	specialister på växtämnen
C003005_sv_003	växtämnesexpert
C003005_sv_004	växtämnesspecialist
C003006_sv_000	lektor, lingvistik
C003007_sv_000	vinmakare
C003008_sv_000	covidprovtagare
C003008_sv_001	-
C003008_sv_002	coronavirus testare
C003008_sv_003	covid community test facilitator
C003008_sv_004	covid test kliniker
C003008_sv_005	covid test specialist
C003008_sv_006	mobil screeningsköterska
C003008_sv_007	testassistentassistent
C003008_sv_008	testhandledare
C003009_sv_000	kärnmakare
C003009_sv_001	formare
C003009_sv_002	kärnarbetare
C003010_sv_000	lektor, statsvetenskap
C003011_sv_000	kvalitetskontrollant, montering rullande materiel
C003012_sv_000	fastighetsassistent
C003013_sv_000	telekomanalytiker
C003013_sv_001	analyserare inom telekom
C003013_sv_002	analyserare inom telekommunikation
C003013_sv_003	analytiker inom telekom
C003013_sv_004	analytiker inom telekommunikation
C003013_sv_005	telekommunikationsanalytiker
C003014_sv_000	tank- och bulkbilsförare, farligt gods
C003015_sv_000	utbildningscoach
C003016_sv_000	geolog
C003017_sv_000	biståndsbedömare/biståndshandläggare
C003017_sv_001	undersköterska, äldreboende
C003018_sv_000	klaverinstrumentmakare
C003019_sv_000	operativ chef
C003019_sv_001	COO
C003019_sv_002	chief operating officer
C003020_sv_000	säkerhetskonsult
C003021_sv_000	officer
C003021_sv_001	arméofficer
C003022_sv_000	driftschef
C003022_sv_001	driftansvarig
C003023_sv_000	undersökningsdomare
C003024_sv_000	general
C003024_sv_001	armégeneral
C003025_sv_000	pappersvaruarbetare
C003025_sv_001	maskinoperatör, absorberande material
C003026_sv_000	importchef, avfall och skrot
C003026_sv_001	exportchef, avfall och skrot
C003027_sv_000	koreolog
C003028_sv_000	fernissatillverkare
C003029_sv_000	skatteinspektör
C003030_sv_000	kassaledare, butik
C003030_sv_001	kassachef
C003031_sv_000	motionsinstruktör
C003031_sv_001	fitnessinstruktör
C003031_sv_002	gymnastikinstruktör
C003031_sv_003	motionsledare
C003032_sv_000	hälsoinformatör
C003033_sv_000	orgelbyggare
C003034_sv_000	maskinoperatör, tvåltvättmedel
C003035_sv_000	ansvarig för djurfoder
C003035_sv_001	ansvariga för djurfoder och köttproduktion
C003035_sv_002	arbetare inom djurfoder och köttproduktion
C003035_sv_003	djurfoder- och köttproduktionsansvarig
C003036_sv_000	energiexpert
C003036_sv_001	certifierad energiexpert
C003036_sv_002	energideklarerare
C003037_sv_000	grossist, kemiska produkter
C003038_sv_000	lasersvetsare
C003039_sv_000	marknadsförsäljare
C003039_sv_001	torgförsäljare
C003040_sv_000	flyttkarl/stadsbud
C003041_sv_000	administrativ assistent, översättningar
C003042_sv_000	manager
C003042_sv_001	artistagent
C003042_sv_002	fotografagent
C003042_sv_003	idrotts-/sportagent
C003042_sv_004	litterär agent
C003042_sv_005	musikagent
C003042_sv_006	teateragent
C003043_sv_000	grossist, tobaksvaror
C003044_sv_000	rådgivare inom livsmedelssäkerhet
C003044_sv_001	experter på livsmedelsteknik
C003044_sv_002	livsmedelsteknikexpert
C003044_sv_003	sakkunnig om livsmedelsteknik
C003044_sv_004	specialist på livsmedelsteknik
C003045_sv_000	distributionselektriker
C003045_sv_001	elnätsarbetare
C003045_sv_002	elverksmontör
C003045_sv_003	stationsmontör
C003045_sv_004	ställverksmontör
C003046_sv_000	inköpsassistent
C003047_sv_000	geokemist
C003048_sv_000	jägare
C003049_sv_000	flygsäkerhetskoordinator
C003050_sv_000	provningsingenjör
C003050_sv_001	testingenjör
C003051_sv_000	lektor, religionsvetenskap
C003052_sv_000	IKT-miljöansvarig
C003052_sv_001	IKT-miljöansvariga
C003052_sv_002	IKT-miljöchef
C003052_sv_003	IT-miljöansvarig
C003052_sv_004	chef för IKT-miljö
C003052_sv_005	miljöansvariga för IKT
C003053_sv_000	arbetare inom växtodling
C003053_sv_001	arbetare inom vegetabilieproduktion
C003053_sv_002	arbetstagare inom växtodling
C003053_sv_003	jobbare inom växtodling
C003053_sv_004	växtodlingsarbetare
C003054_sv_000	signalansvarig
C003054_sv_001	signalansvarig, järnväg
C003055_sv_000	tapetserare, flygplan
C003056_sv_000	pillermaskinoperatör
C003057_sv_000	flygförare
C003057_sv_001	flygvapenofficer
C003057_sv_002	helikopterpilot
C003057_sv_003	stridspilot
C003057_sv_004	transportflygpilot
C003058_sv_000	programchef
C003058_sv_001	programansvarig
C003058_sv_002	programdirektör
C003058_sv_003	programsamordnare
C003059_sv_000	tekniker, riskavfall
C003060_sv_000	företagssäljare
C003061_sv_000	fondförvaltare
C003062_sv_000	verksamhetsutvecklare, lean
C003062_sv_001	ansvarig för kontinuerlig förbättring
C003062_sv_002	chef för operativ excellens
C003062_sv_003	chef för tillverkning av spetskompetens
C003062_sv_004	kaizen manager
C003062_sv_005	kontinuerlig förbättringschef
C003062_sv_006	lean facilitator
C003062_sv_007	process excellence manager
C003062_sv_008	specialist på kontinuerlig förbättring
C003063_sv_000	biltapetserare
C003064_sv_000	videodesigner
C003065_sv_000	drift- och vägunderhållsarbetare
C003065_sv_001	underhållstekniker, vägtrafik
C003065_sv_002	vägunderhållsarbetare
C003066_sv_000	upphandlingsadministratör
C003066_sv_001	juniorköpare
C003066_sv_002	tillvaratagande Assistant
C003066_sv_003	upphandlare
C003067_sv_000	rektor, primärskola
C003067_sv_001	grundskolerektor
C003067_sv_002	rektor, låg- och mellanstadieskola
C003067_sv_003	rektor, låg- och mellanstadiet
C003067_sv_004	skolchef, primärskola
C003068_sv_000	glasverksarbetare
C003068_sv_001	glasbruksarbetare
C003068_sv_002	glashyttearbetare
C003068_sv_003	glasmästeriarbetare
C003068_sv_004	glasslipare
C003068_sv_005	planslipare, glas
C003069_sv_000	vermuttillverkare
C003069_sv_001	vermutframställningsarbetare
C003069_sv_002	vermutproduktionsarbetare
C003070_sv_000	samordnare för råkaffe
C003070_sv_001	koordinator för grönt kaffe
C003070_sv_002	råkaffekoordinator
C003070_sv_003	råkaffesamordnare
C003070_sv_004	samordnaren för råkaffe
C003071_sv_000	redovisningsanalytiker
C003072_sv_000	golvriggare
C003072_sv_001	riggningstekniker
C003073_sv_000	bandschaktarförare
C003074_sv_000	handläggare, offentlig förvaltning
C003074_sv_001	utredare, offentlig förvaltning
C003075_sv_000	maskinoperatör, mekanisk verkstad
C003075_sv_001	materialhanterare
C003075_sv_002	metallarbetare
C003076_sv_000	förste sergeant
C003076_sv_001	1:e sergeant
C003076_sv_002	båtsman
C003076_sv_003	fanjunkare
C003076_sv_004	flottiljförvaltare
C003076_sv_005	furir
C003076_sv_006	fältväbel
C003076_sv_007	förvaltare
C003076_sv_008	kompaniofficer
C003076_sv_009	militärmästare
C003076_sv_010	regementesförvaltare
C003076_sv_011	regementsförvaltare
C003076_sv_012	specialistofficer
C003076_sv_013	styckjunkare
C003076_sv_014	underofficer
C003076_sv_015	överbåtsman
C003076_sv_016	överfältväbel
C003076_sv_017	översergeant
C003077_sv_000	motorschaktvagnförare
C003078_sv_000	kraftverkschef
C003078_sv_001	elverkschef
C003078_sv_002	gasverkschef
C003078_sv_003	kraftstationschef
C003079_sv_000	specialist, offentlig upphandling
C003079_sv_001	agent för offentlig upphandling
C003079_sv_002	konsult inom offentlig upphandling
C003079_sv_003	rådgivare vid offentlig upphandling
C003079_sv_004	specialist på offentlig upphandling och kontrakt
C003079_sv_005	upphandlande upphandlare
C003080_sv_000	konsumentvägledare
C003081_sv_000	montör, kablage
C003082_sv_000	tågstädare
C003082_sv_001	lokalvårdare
C003082_sv_002	tågstäderska
C003083_sv_000	art director
C003083_sv_001	AD
C003084_sv_000	hemhjälp
C003084_sv_001	hemstädare
C003084_sv_002	städhjälp
C003085_sv_000	chefredaktör
C003086_sv_000	arbetsledare, gasanläggning
C003087_sv_000	energianalytiker
C003087_sv_001	energikonsult
C003087_sv_002	energirådgivare
C003088_sv_000	dramalärare
C003089_sv_000	kostymör
C003089_sv_001	kostymmästare
C003090_sv_000	kvalitetsbedömare
C003091_sv_000	museichef
C003092_sv_000	konservator, hortikultur
C003093_sv_000	importchef, kläder och skor
C003093_sv_001	exportchef, kläder och skor
C003094_sv_000	specialiserad säljare, tidningar och pappersvaror
C003094_sv_001	butikssäljare, kontorsmateriel
C003094_sv_002	butikssäljare, pappersvaror
C003094_sv_003	butikssäljare, press
C003095_sv_000	1:e fartygsingenjör
C003095_sv_001	1:e Maskinist
C003095_sv_002	förste fartygsingenjör
C003095_sv_003	förste maskinist
C003096_sv_000	tapetserare, hantverk
C003097_sv_000	revisionsansvarig
C003098_sv_000	kommunikationschef
C003098_sv_001	kommunikationsdirektör
C003098_sv_002	presstalesman
C003099_sv_000	marin servicetekniker
C003099_sv_001	marin mekatronik tekniker
C003099_sv_002	marinmekatroniktekniker
C003099_sv_003	maritim mekatroniktekniker
C003099_sv_004	nautisk mekatronik tekniker
C003099_sv_005	nautisk mekatroniktekniker
C003099_sv_006	skepp mekatronik tekniker
C003100_sv_000	orderplockare
C003101_sv_000	it-revisor
C003102_sv_000	svetsansvarig
C003103_sv_000	polisinspektör
C003103_sv_001	polisinspektör som är chef för grupp
C003103_sv_002	poliskommissarie
C003104_sv_000	socialsekreterare
C003105_sv_000	skomakare, nåtlare
C003106_sv_000	maskinoperatör, ytbehandling
C003106_sv_001	doppningskaransvarig
C003106_sv_002	doppningskärlansvarig
C003107_sv_000	chef, kulturcenter
C003107_sv_001	chef, kulturcentrum
C003107_sv_002	kulturhuschef
C003108_sv_000	radioproducent
C003109_sv_000	ljudkonstnär
C003110_sv_000	skanneroperatör
C003110_sv_001	kopierare
C003110_sv_002	kopist, repro
C003110_sv_003	scannertekniker
C003111_sv_000	grossist, kläder och skor
C003112_sv_000	maskinskötare, spikmaskin
C003112_sv_001	CNC-operatör
C003112_sv_002	maskinoperatör, häftmaskin
C003112_sv_003	maskinpassare, träindustri
C003112_sv_004	spikare
C003112_sv_005	trämaskinskötare
C003113_sv_000	arbetsledare, glasmontering
C003114_sv_000	chef, pensionsfond
C003114_sv_001	chef, pensionsförsäkring
C003115_sv_000	sofrologiterapeut
C003116_sv_000	hyreskonsulent
C003116_sv_001	hyresintendent
C003117_sv_000	nätverksingenjör
C003117_sv_001	nätingenjör
C003117_sv_002	nätverksingenjörer
C003117_sv_003	nätverkskonfigurator
C003117_sv_004	nätverksutvecklare
C003118_sv_000	prepressoperatör
C003118_sv_001	prepressgrafiker
C003119_sv_000	maskinoperatör, madrasstillverkning
C003120_sv_000	kördirigent
C003120_sv_001	körledare
C003121_sv_000	fotvårdsspecialist
C003121_sv_001	fotterapeut
C003122_sv_000	flygledare, luftrumsplanering
C003123_sv_000	handläggare, social trygghet
C003123_sv_001	embedsmand
C003124_sv_000	konstmodell
C003124_sv_001	krokimodell
C003124_sv_002	nakenmodell
C003125_sv_000	krantekniker
C003125_sv_001	kranmontör
C003126_sv_000	polerare, metall
C003126_sv_001	metallpolerare
C003127_sv_000	ansvarig för telekommunikationsutrustning
C003127_sv_001	ansvariga för telekommunikationsutrustning
C003127_sv_002	telekommunikationsutrustningsansvarig
C003127_sv_003	upprätthållare av telekommunikationsutrustning
C003128_sv_000	upphandlare inom offentlig verksamhet
C003128_sv_001	offentlig köpare
C003128_sv_002	offentlig upphandlare
C003128_sv_003	upphandlingsexpert
C003128_sv_004	upphandlingsexpert inom offentlig verksamhet
C003129_sv_000	programvaruarkitekt
C003129_sv_001	applikationsarkitekt
C003129_sv_002	programarkitekt
C003129_sv_003	programdesigner
C003130_sv_000	fiolbyggare
C003130_sv_001	cellobyggare
C003130_sv_002	fiolmakare
C003130_sv_003	violinbyggare
C003130_sv_004	violinbyggmästare
C003130_sv_005	violinmakare
C003131_sv_000	processövervakare, pappersmassa
C003132_sv_000	chef, värdepappersbolag
C003132_sv_001	chef, fondkommissionsbolag
C003132_sv_002	chef, mäklarfirma
C003132_sv_003	chef, värdepappersrörelse
C003133_sv_000	cytodiagnostiker
C003134_sv_000	kabininstruktör
C003135_sv_000	lotterioperatör
C003136_sv_000	tandhygienist
C003137_sv_000	prototyptillverkare, metall
C003138_sv_000	företagssäljare, textilmaskiner
C003139_sv_000	modeskapare
C003140_sv_000	kostymdesigner
C003140_sv_001	kostymformgivare
C003141_sv_000	psykologassistent
C003142_sv_000	klubbvärd
C003142_sv_001	klubbvärdinna
C003143_sv_000	hudsorterare
C003143_sv_001	garveriarbetare
C003143_sv_002	skinnsorterare
C003144_sv_000	fågeluppfödare
C003144_sv_001	person som föder upp fjäderfän
C003144_sv_002	uppfödare av fåglar
C003145_sv_000	notarius publicus
C003146_sv_000	samordnare, utbildningsprogram
C003146_sv_001	chef, utbildningsprogram
C003147_sv_000	repetitör
C003148_sv_000	fastighetsmäklare, uthyrning
C003148_sv_001	uthyrningsmäklare
C003149_sv_000	operatör, gasanläggning
C003150_sv_000	optomekaniktekniker
C003151_sv_000	rådgivare, företagsbank
C003152_sv_000	Creative Director
C003152_sv_001	CD
C003153_sv_000	cidermästare
C003153_sv_001	bryggmästare
C003153_sv_002	cidermästaren
C003153_sv_003	cidertillverkare
C003153_sv_004	mästare på cider
C003154_sv_000	statistikassistent
C003155_sv_000	chef, rättstjänst
C003155_sv_001	chef, juridiskt sekretariat
C003155_sv_002	chefsjurist
C003156_sv_000	jäsningsoperatör
C003157_sv_000	nöjesjournalist
C003158_sv_000	varuplockare
C003159_sv_000	ansvarig för trädgårdsodling
C003159_sv_001	ansvariga för trädgårdsodling
C003159_sv_002	chef för trädgårdsproduktion
C003159_sv_003	ledare för trädgårdsproduktion
C003159_sv_004	trädgårdsodlingsansvarig
C003160_sv_000	kriminalreporter
C003161_sv_000	grossist, trä- och byggvaror
C003162_sv_000	arbetslagsledare, sekundärskola
C003162_sv_001	arbetslagsledare, gymnasieskola
C003162_sv_002	arbetslagsledare, gymnasiet
C003162_sv_003	arbetslagsledare, högstadieskola
C003162_sv_004	arbetslagsledare, högstadiet
C003162_sv_005	huvudlärare
C003162_sv_006	programlagsledare, gymnasieskola
C003162_sv_007	programlagsledare, gymnasiet
C003162_sv_008	ämnesansvarig, gymnasiet
C003163_sv_000	undersköterska, vård- och specialavdelning och mottagning
C003163_sv_001	-
C003163_sv_002	sjukvårdsbiträde
C003164_sv_000	importspeditör, avfall och skrot
C003164_sv_001	exportspeditör, avfall och skrot
C003165_sv_000	borrtekniker, olja
C003165_sv_001	borrutrustningsansvarig
C003166_sv_000	kvalitetsbedömare, cigarrer
C003167_sv_000	personalhandläggare
C003167_sv_001	personaladministratör
C003168_sv_000	dataanalytiker
C003168_sv_001	analytiker av data
C003168_sv_002	informationsanalytiker
C003168_sv_003	informationslageranalytiker
C003168_sv_004	informationslagerutvärderare
C003168_sv_005	informationsutvärderare
C003168_sv_006	utvärderare av data
C003169_sv_000	skönhetsvårdsassistent
C003170_sv_000	chokladfabriksarbetare
C003170_sv_001	chokladbagare
C003170_sv_002	chokladfabriksarbetaren
C003170_sv_003	pralinbakare
C003171_sv_000	drifttekniker, reningsverk
C003171_sv_001	drifttekniker, avloppsreningsverk
C003172_sv_000	montör, elektromekanik
C003173_sv_000	distributionschef, järnhandelsvaror och VVS-armatur
C003174_sv_000	förankringsansvarig vid vattenbruk
C003174_sv_001	dammskötare fiskeodling
C003175_sv_000	slaktare, kosher
C003176_sv_000	flygmaskinist
C003177_sv_000	styckare, kosher
C003177_sv_001	butikstyckare, kosher
C003177_sv_002	charkuterist, kosher
C003177_sv_003	kosherstyckare
C003177_sv_004	köttmästare, kosher
C003177_sv_005	shochet
C003178_sv_000	räddningsansvarig, gruva
C003178_sv_001	gruvräddningsarbetare
C003179_sv_000	handläggare, offentlig förvaltning, folkhälsofrågor
C003179_sv_001	utredare, offentlig förvaltning, folkhälsofrågor
C003180_sv_000	butikschef, kosmetika och parfym
C003181_sv_000	astronaut
C003181_sv_001	kosmonaut
C003181_sv_002	taikonaut
C003182_sv_000	maskinoperatör, torrpressning
C003183_sv_000	produktutvecklare, lädervaror
C003184_sv_000	roddare, scenteknik
C003184_sv_001	stagehand
C003185_sv_000	hemvårdare
C003185_sv_001	sällskapsdam
C003186_sv_000	mediedesigner
C003186_sv_001	designer för digital media
C003186_sv_002	designer för nya medier
C003186_sv_003	formgivare för digital multimedia
C003187_sv_000	maskinoperatör, parfymtillverkning
C003188_sv_000	digital konstnär
C003189_sv_000	stylist
C003190_sv_000	servitör/servitris
C003190_sv_001	hovmästare
C003190_sv_002	person som serverar
C003190_sv_003	person som serverar på evenemang
C003190_sv_004	serveringspersonal
C003190_sv_005	servitris
C003190_sv_006	servitriser
C003190_sv_007	servitör
C003190_sv_008	servitörer
C003191_sv_000	restaurangchef
C003191_sv_001	ansvarig för mat och dryck
C003191_sv_002	chef för maten och dryck
C003191_sv_003	chefer för mat och dryck
C003191_sv_004	mat- och dryckesansvarig
C003191_sv_005	mat- och dryckeschef
C003192_sv_000	landshövding
C003192_sv_001	överdirektör vid regionförvaltningsverk
C003193_sv_000	formpressare, skiktträ
C003193_sv_001	maskinskötare, överfräs
C003194_sv_000	dataspelsdesigner
C003194_sv_001	dataspelsdesigners
C003194_sv_002	dataspelstillverkare
C003194_sv_003	designer av dataspel
C003194_sv_004	tillverkare av virtuella spel
C003195_sv_000	importspeditör, elektronik och telekommunikationsutrustning
C003195_sv_001	exportspeditör, elektronik och telekommunikationsutrustning
C003196_sv_000	stuntkoordinator, kampscener
C003196_sv_001	fight director
C003197_sv_000	uthyrare, video och dvd
C003197_sv_001	videouthyrare
C003198_sv_000	rehabhandläggare
C003199_sv_000	ingenjör, gruvhälsa och gruvsäkerhet
C003200_sv_000	handläggare, offentlig förvaltning, sociala tjänster
C003200_sv_001	utredare, offentlig förvaltning, sociala tjänster
C003201_sv_000	följespotsoperatör
C003202_sv_000	ingenjör, produktionsteknik
C003203_sv_000	begravningsrepresentant
C003204_sv_000	trycksvarvare
C003205_sv_000	importchef, hudar, skinn och läder
C003205_sv_001	exportchef, hudar, skinn och läder
C003206_sv_000	lagerkontorist
C003207_sv_000	civilingenjör, väg- och vattenbyggnad
C003208_sv_000	rymdingenjör
C003209_sv_000	möbelmontör
C003210_sv_000	övervakare, bagageflöde
C003211_sv_000	ritare, elektronisk utrustning
C003211_sv_001	elektronikkonstruktör
C003211_sv_002	ritare, elektornik
C003212_sv_000	teleingenjör
C003212_sv_001	adminstratör för telekommunikation
C003212_sv_002	ansvarig för telekommunikation
C003212_sv_003	telekomansvarig
C003212_sv_004	telekommunikationsadministratörer
C003213_sv_000	vattenbrukstekniker, skörd eller slakt
C003214_sv_000	apotekschef
C003214_sv_001	butikschef, drugstore
C003214_sv_002	butikschef, kemikalieaffär
C003214_sv_003	butikschef, servicebutik
C003215_sv_000	maskinskötare, bomullsrensning
C003215_sv_001	bomullsrensmaskinskötare
C003216_sv_000	administratör, utbildningsplaner
C003217_sv_000	lantmätare
C003218_sv_000	butikschef, datorer
C003219_sv_000	HR-assistent
C003219_sv_001	personalassistent
C003220_sv_000	hydrogeolog, borrvätskor
C003221_sv_000	parlamentsassistent
C003222_sv_000	importspeditör, tobaksvaror
C003222_sv_001	exportspeditör, tobaksvaror
C003223_sv_000	chef, säljfrämjande åtgärder
C003223_sv_001	chef, sales promotion
C003223_sv_002	sp-chef
C003224_sv_000	medarbetarcoach
C003225_sv_000	importchef, farmaceutiska produkter
C003225_sv_001	exportchef, farmaceutiska produkter
C003226_sv_000	kundrådgivare inom bank och finans
C003226_sv_001	ansvarig, kundrelationer
C003226_sv_002	bankchef, kundrelationer
C003227_sv_000	konkursförvaltare
C003228_sv_000	spårläggare
C003228_sv_001	banläggare
C003229_sv_000	underhållstekniker, reningsverk
C003230_sv_000	flygplanselektriker
C003230_sv_001	flygmekaniker
C003231_sv_000	maskinoperatör, slutbehandling och förpackning av skodon
C003232_sv_000	mått- och viktinspektör
C003233_sv_000	specialiserad säljare, golv- och väggbeklädnad
C003233_sv_001	butikssäljare, golv och vägg
C003233_sv_002	butikssäljare, vägg och golv
C003233_sv_003	butikssäljare, vägg- och golvbeklädnad
C003233_sv_004	mattförsäljare
C003233_sv_005	säljare, golv och vägg
C003233_sv_006	säljare, vägg och golv
C003233_sv_007	säljare, vägg- och golvbeklädnad
C003233_sv_008	tapetförsäljare
C003234_sv_000	kretskortmontör
C003235_sv_000	lokaliserare
C003236_sv_000	kontrollant, fartygsmotorer
C003237_sv_000	ljusformare
C003237_sv_001	vaxblekare
C003238_sv_000	kategorichef
C003238_sv_001	produktkategorichef
C003239_sv_000	lektor, matematik
C003240_sv_000	kvalitetstekniker, kemiteknik
C003240_sv_001	kontrollingenjör, kemiteknik
C003240_sv_002	kontrolltekniker, kemiteknik
C003240_sv_003	kvalitetsingenjör, kemiteknik
C003241_sv_000	eskort
C003241_sv_001	prostituerad
C003241_sv_002	sexarbetare
C003242_sv_000	mjölnare
C003242_sv_001	kvarnoperatör
C003242_sv_002	mjölnaren
C003242_sv_003	mjölnarn
C003242_sv_004	mjölnarna
C003242_sv_005	möllare
C003243_sv_000	dekorationsmålare, porslin
C003243_sv_001	porslinsmålare
C003244_sv_000	ekonomijournalist
C003245_sv_000	publikchef
C003245_sv_001	foajéansvarig
C003245_sv_002	foajéchef
C003245_sv_003	publikvärd
C003246_sv_000	konstnärlig ledare
C003247_sv_000	sömnadsarbetare, ändringssömnad
C003247_sv_001	sömmare, ändringssömnad
C003247_sv_002	sömmerska, ändringssömnad
C003248_sv_000	motoringenjör
C003249_sv_000	inköpsplanerare
C003250_sv_000	gjuterioperatör
C003250_sv_001	gjuteriarbetare
C003251_sv_000	importchef, frukt och grönsaker
C003251_sv_001	exportchef, frukt och grönsaker
C003252_sv_000	importchef, jordbruksråvaror, utsäde och djurfoder
C003252_sv_001	exportchef, jordbruksråvaror, utsäde och djurfoder
C003253_sv_000	balsamatör
C003253_sv_001	balsamerare
C003253_sv_002	obduktionstekniker
C003254_sv_000	maltspecialist
C003254_sv_001	expert på malt
C003254_sv_002	expert på malt för whiskey
C003254_sv_003	specialist på malt
C003255_sv_000	juvelreparatör
C003255_sv_001	silversmed, reparatör
C003256_sv_000	arbetsledare, montering rullande materiel
C003257_sv_000	stödperson, rehabilitering
C003258_sv_000	importspeditör, glas och porslin
C003258_sv_001	exportspeditör, glas och porslin
C003259_sv_000	webbadministratör
C003259_sv_001	administratörer av webb
C003259_sv_002	ansvarig för webb
C003259_sv_003	webbadministratörer
C003259_sv_004	webbansvarig
C003260_sv_000	containerkranförare
C003260_sv_001	portalkranförare
C003261_sv_000	specialist inom digital marknadsföring
C003261_sv_001	digital marknadsföringsassistent
C003261_sv_002	digital marknadsföringsstrateg
C003261_sv_003	digital marknadsföringstekniker
C003261_sv_004	professionell digital marknadsföring och kommunikation
C003261_sv_005	specialist på digital marknadsföring
C003261_sv_006	specialist på sociala medier
C003261_sv_007	specialist på webbmarknadsföring
C003262_sv_000	reparationsskomakare
C003262_sv_001	reparationskomakare
C003262_sv_002	skomakare
C003262_sv_003	skoreparatör
C003263_sv_000	ingenjör, ytteknik
C003263_sv_001	ytingenjör
C003264_sv_000	biomaskinist
C003264_sv_001	biografmaskinist
C003264_sv_002	filmmaskinist
C003265_sv_000	optroniktekniker
C003265_sv_001	ingenjör, optoelektronik
C003266_sv_000	arbetsledare, callcenter
C003266_sv_001	teletjänstcentral
C003267_sv_000	rivningsarbetare
C003267_sv_001	byggnadsarbetare
C003267_sv_002	grovarbetare
C003268_sv_000	bostadsförvaltare
C003268_sv_001	fastighetsförvaltare
