C000001_ro_000	Forțele armate
C003334_ro_000	conductor tren
C003334_ro_001	conductor
C003334_ro_002	conductor vagon de dormit și cușetă
C003334_ro_003	însoțitor tren
C003335_ro_000	crescător porcine/crescătoare porcine
C003335_ro_001	crescătoare porcine
C003335_ro_002	crescător porcine
C003335_ro_003	lucrătoare calificată în creșterea porcinelor
C003335_ro_004	lucrător calificat în creșterea porcinelor
C003336_ro_000	tipăritor offset/tipăritoare offset
C003336_ro_001	mașinist tipăritor offset
C003336_ro_002	operatoare la maşina de tampografiat
C003336_ro_003	operatoare mașină de tipărit offset
C003336_ro_004	operator la maşina de tampografiat
C003336_ro_005	operator mașină de tipărit offset
C003336_ro_006	operator presă litografică
C003336_ro_007	tipograf print digital şi offset
C003336_ro_008	tipograf tipăritor offset
C003336_ro_009	tipăritoare offset
C003336_ro_010	tipăritor offset
C003336_ro_011	tipăritor ofset
C003337_ro_000	lucrător serviciu pentru situații de urgență
C003337_ro_001	lucrător intervenție, salvare și prim ajutor
C003338_ro_000	lucrător dezmembrare/lucrătoare dezmembrare
C003338_ro_001	lucrătoare dezasamblare
C003338_ro_002	lucrătoare dezmembrare
C003338_ro_003	lucrător dezasamblare
C003338_ro_004	lucrător dezmembrare
C003339_ro_000	tehnician pentru sisteme recirculante de acvacultură/tehniciană pentru sisteme recirculante de acvacultură
C003339_ro_001	tehnician acvacultură recirculantă
C003339_ro_002	tehnician pentru sisteme recirculante de acvacultură
C003339_ro_003	tehnician sisteme de acvacultură cu recirculare
C003339_ro_004	tehniciană acvacultură recirculantă
C003339_ro_005	tehniciană pentru sisteme recirculante de acvacultură
C003339_ro_006	tehniciană sisteme de acvacultură cu recirculare
C003340_ro_000	tehnician în industria materialelor de construcții
C003340_ro_001	tehnolog rezistența materialelor
C003341_ro_000	manager cazinou
C003341_ro_001	administratoare sală de jocuri
C003341_ro_002	administrator sală cazinou
C003341_ro_003	administrator sală de jocuri
C003341_ro_004	șef cazinou
C003342_ro_000	art-terapeut
C003342_ro_001	dramaterapeut
C003342_ro_002	specialist art-terapie
C003343_ro_000	cartonagist/cartonagistă
C003343_ro_001	cartonagist
C003343_ro_002	cartonagistă
C003343_ro_003	confecționer articole hârtie
C003343_ro_004	operatoare mașină pentru producerea cartonului ondulat
C003343_ro_005	operatoare utilaj carton ondulat
C003343_ro_006	operator mașină pentru producerea cartonului ondulat
C003343_ro_007	operator utilaje carton ondulat
C003344_ro_000	argintar/argintăreasă
C003344_ro_001	argintar
C003344_ro_002	argintăreasă
C003344_ro_003	aurar
C003344_ro_004	aurăreasă
C003344_ro_005	bijutier metale prețioase
C003344_ro_006	creatoare bijuterii argint
C003344_ro_007	creator bijuterii argint
C003344_ro_008	lucrătoare bijuterii argint
C003344_ro_009	lucrător bijuterii argint
C003345_ro_000	angrosist utilaje și echipamente agricole/angrosistă utilaje și echipamente agricole
C003345_ro_001	angrosist utilaje și echipamente agricole
C003345_ro_002	angrosistă utilaje și echipamente agricole
C003346_ro_000	medic veterinar generalist
C003346_ro_001	medic veterinar
C003346_ro_002	veterinar generalist
C003347_ro_000	jurnalist politic
C003347_ro_001	analist politic
C003347_ro_002	comentator politic
C003347_ro_003	corespondent
C003347_ro_004	corespondent afaceri externe
C003347_ro_005	corespondent politic
C003347_ro_006	jurnalist specializat politică externă
C003347_ro_007	reporter
C003348_ro_000	director producție industrială
C003349_ro_000	agent de securitate în unități hoteliere
C003349_ro_001	agent de securitate hotel
C003349_ro_002	agent de securitate incintă
C003350_ro_000	operator mașină de găurit/operatoare mașină de găurit
C003350_ro_001	muncitor perforator
C003350_ro_002	operatoare instalație de foraj de mică adâncime
C003350_ro_003	operatoare mașină de alezat
C003350_ro_004	operatoare mașină de găurit
C003350_ro_005	operatoare mașină de găurit CNC
C003350_ro_006	operatoare mașină de găurit cu comandă numerică
C003350_ro_007	operatoare mașină de găurit multiax
C003350_ro_008	operatoare mașină de găurit verticală
C003350_ro_009	operatoare mașină orizontală de găurit și frezat
C003350_ro_010	operator instalație de foraj de mică adâncime
C003350_ro_011	operator maşină orizontală de găurit şi frezat
C003350_ro_012	operator mașină de alezat
C003350_ro_013	operator mașină de găurit
C003350_ro_014	operator mașină de găurit CNC
C003350_ro_015	operator mașină de găurit cu comandă numerică
C003350_ro_016	operator mașină de găurit multiax
C003350_ro_017	operator mașină de găurit verticală
C003350_ro_018	operator sondeză
C003351_ro_000	scenarist/scenaristă
C003351_ro_001	scenarist
C003351_ro_002	scenaristă
C003352_ro_000	confecționer unelte pescuit din plase/confecționeră unelte de pescuit din plase
C003352_ro_001	confecţioner unelte pescuit din plase
C003352_ro_002	confecționer plase de pescuit
C003352_ro_003	confecționeră plase de pescuit
C003352_ro_004	confecționeră unelte de pescuit din plase
C003353_ro_000	ceramist/ceramistă
C003353_ro_001	artist ceramic
C003353_ro_002	artist ceramist
C003353_ro_003	ceramist
C003353_ro_004	ceramistă
C003354_ro_000	inginer chimist
C003354_ro_001	inginer petrochimist
C003355_ro_000	operator matriță cu comprimare/operatoare matriță cu comprimare
C003355_ro_001	operatoare la prelucrarea maselor plastice
C003355_ro_002	operatoare mase plastice
C003355_ro_003	operatoare matriță cu comprimare
C003355_ro_004	operatoare matriță de presare
C003355_ro_005	operator la prelucrarea maselor plastice
C003355_ro_006	operator mase plastice
C003355_ro_007	operator matriță cu comprimare
C003355_ro_008	operator matriță de presare
C003356_ro_000	traducător subtitrări
C003356_ro_001	traducător adaptor
C003356_ro_002	traducător filme
C003356_ro_003	traducător subtitrare filme
C003356_ro_004	traducător subtitrări filme
C003357_ro_000	dezvoltator de e-learning
C003357_ro_001	autoare de produse de e-learning
C003357_ro_002	autor de produse de e-learning
C003357_ro_003	dezvoltator de aplicații de e-learning
C003358_ro_000	sculer-matrițer
C003358_ro_001	matrițer
C003358_ro_002	sculer
C003359_ro_000	caricaturist/caricaturistă
C003359_ro_001	caricaturist
C003359_ro_002	caricaturistă
C003360_ro_000	montator aparate și echipamente electronice auto/montatoare aparate și echipamente electronice auto
C003360_ro_001	montatoare aparate și echipamente electronice auto
C003360_ro_002	montator aparate și echipamente electronice auto
C003360_ro_003	tehnician auto
C003360_ro_004	tehnician autovehicule
C003360_ro_005	tehniciană autovehicule
C003361_ro_000	operator la fabricarea țigaretelor/operatoare la fabricarea țigaretelor
C003361_ro_001	lucrătoare la linia de producție țigarete
C003361_ro_002	lucrător la linia de producție țigarete
C003361_ro_003	operatoare la fabricarea țigaretelor
C003361_ro_004	operatoare la linia de producție țigarete
C003361_ro_005	operator la fabricarea țigaretelor
C003361_ro_006	operator la linia de producție țigarete
C003362_ro_000	operator mașină de brodat/operatoare mașină de brodat
C003362_ro_001	broder manual mecanic
C003362_ro_002	croitor-broder
C003362_ro_003	operatoare mașină de brodat
C003362_ro_004	operator mașină de brodat
C003362_ro_005	specialist broderie digitală
C003362_ro_006	specialistă broderie digitală
C003363_ro_000	preot
C003363_ro_001	arhiepiscop
C003363_ro_002	bonz
C003363_ro_003	cardinal
C003363_ro_004	diacon
C003363_ro_005	episcop
C003363_ro_006	mitropolit
C003363_ro_007	muftiu
C003363_ro_008	mullah
C003363_ro_009	pastor
C003363_ro_010	predicatoare
C003363_ro_011	predicator
C003363_ro_012	protopop
C003363_ro_013	provicar
C003363_ro_014	rabin
C003363_ro_015	vicar
C003364_ro_000	instalator/instalatoare
C003364_ro_001	instalatoare
C003364_ro_002	instalatoare apă canal
C003364_ro_003	instalatoare instalaţii tehnico-sanitare şi de gaze
C003364_ro_004	instalatoare instalații de gaze
C003364_ro_005	instalator
C003364_ro_006	instalator apă, canal
C003364_ro_007	instalator instalaţii tehnico-sanitare şi de gaze
C003364_ro_008	instalator instalații de gaze
C003365_ro_000	operator la instalații și aparate pentru rafinarea uleiurilor comestibile/operatoare la instalații și aparate pentru rafinarea uleiurilor comestibile
C003365_ro_001	lucrătoare la instalații și aparate pentru rafinarea uleiurilor comestibile
C003365_ro_002	lucrător la instalații și aparate pentru rafinarea uleiurilor comestibile
C003365_ro_003	operatoare la instalații și aparate pentru rafinarea uleiurilor comestibile
C003365_ro_004	operator la instalații și aparate pentru rafinarea uleiurilor comestibile
C003366_ro_000	laborant pentru controlul calității în industria încălțămintei/laborantă pentru controlul calității în industria încălțămintei
C003366_ro_001	laborant pentru controlul calității în industria încălțămintei
C003366_ro_002	laborantă pentru controlul calității în industria încălțămintei
C003367_ro_000	expert contabil-verificator
C003367_ro_001	contabil
C003367_ro_002	contabilă
C003367_ro_003	expert contabil
C003367_ro_004	expertă contabilă
C003368_ro_000	manager magazin biciclete
C003369_ro_000	tehnician mecatronist
C003369_ro_001	tehnolog tehnician mecanic
C003370_ro_000	operator la amestecarea de pulberi pentru trasoare/operatoare la amestecarea de pulberi pentru trasoare
C003370_ro_001	operatoare la amestecarea de pulberi pentru trasoare
C003370_ro_002	operator la amestecarea de pulberi pentru trasoare
C003370_ro_003	operator la pregătirea, conservarea și ambalarea armamentului și muniției
C003370_ro_004	preparatoare la produse explozive
C003370_ro_005	preparator la produse explozive
C003371_ro_000	director distribuție carne și produse din carne
C003371_ro_001	manager distribuție carne și produse din carne
C003372_ro_000	comandant
C003372_ro_001	skipper
C003373_ro_000	manager cămin de bătrâni
C003373_ro_001	manager azil de bătrâni
C003374_ro_000	stivuitorist
C003374_ro_001	operatoare motostivuitor
C003374_ro_002	operator motostivuitor
C003374_ro_003	stivator
C003374_ro_004	stivuitoare
C003374_ro_005	stivuitor
C003374_ro_006	stivuitorist portuar
C003375_ro_000	excavatorist/excavatoristă
C003375_ro_001	conducător excavator
C003375_ro_002	excavatorist
C003375_ro_003	excavatorist pentru excavatoare cu rotor de mare capacitate
C003375_ro_004	excavatoristă
C003375_ro_005	excavatoristă pentru excavatoare cu rotor de mare capacitate
C003375_ro_006	mașinist excavator
C003375_ro_007	mașinist la mașini pentru terasamente
C003375_ro_008	mașinistă la mașini pentru terasamente
C003375_ro_009	operatoare utilaje construcții
C003375_ro_010	operator utilaje construcții
C003375_ro_011	șofer excavator
C003376_ro_000	biolog/biologă
C003376_ro_001	biolog
C003376_ro_002	biologă
C003376_ro_003	botanist
C003376_ro_004	botanistă
C003376_ro_005	cercetător în biologie
C003376_ro_006	entomolog
C003376_ro_007	entomologă
C003376_ro_008	ihtiolog
C003376_ro_009	ihtiologă
C003376_ro_010	micolog
C003376_ro_011	micologă
C003376_ro_012	zoolog
C003376_ro_013	zoologă
C003377_ro_000	instalator sisteme de irigații/instalatoare sisteme de irigații
C003377_ro_001	instalatoare sisteme de irigații
C003377_ro_002	instalatoare sisteme de irigații agricole
C003377_ro_003	instalator sisteme de irigații
C003377_ro_004	instalator sisteme de irigații agricole
C003377_ro_005	specialist irigații
C003377_ro_006	specialistă irigații
C003377_ro_007	tehnician instalator sisteme de irigații
C003378_ro_000	director dezvoltare produse încălțăminte
C003378_ro_001	director dezvoltare produse
C003378_ro_002	director dezvoltare produse, încălțăminte
C003378_ro_003	manager dezvoltare produse încălțăminte
C003379_ro_000	manager sistem informatic clinic
C003379_ro_001	administrator sistem informatic clinic
C003379_ro_002	manager informatică medicală
C003379_ro_003	manager proiect sistem informatic clinic
C003380_ro_000	specialist import-export mașini-unelte
C003381_ro_000	inspector motor aeronavă
C003382_ro_000	arhitect de interior/arhitectă de interior
C003382_ro_001	arhitect de interior
C003382_ro_002	arhitectă de interior
C003383_ro_000	inginer geotehnic specializat în construcții miniere
C003383_ro_001	geolog
C003383_ro_002	geologă
C003383_ro_003	inginer construcții miniere
C003383_ro_004	inginer de cercetare în construcţii miniere
C003383_ro_005	inginer geolog
C003383_ro_006	ingineră construcții miniere
C003383_ro_007	ingineră de cercetare în construcţii miniere
C003384_ro_000	muncitor necalificat în mine și cariere
C003385_ro_000	recepționist într-un cabinet veterinar/recepționistă într-un cabinet veterinară
C003385_ro_001	recepționist într-un cabinet veterinar
C003385_ro_002	recepționistă într-un cabinet veterinar
C003386_ro_000	inginer șef silvicultură
C003386_ro_001	administrator forestier
C003386_ro_002	administrator silvic
C003386_ro_003	șef district silvic
C003386_ro_004	șef ocol silvic
C003387_ro_000	șef stație distribuție carburanți
C003387_ro_001	manager benzinărie
C003387_ro_002	șef SDC
C003387_ro_003	șef agenție comercială stație distribuție carburanți
C003387_ro_004	șef stație benzină
C003387_ro_005	șef stație carburanți
C003387_ro_006	șef stație peco
C003388_ro_000	inspector de specialitate în construcții
C003389_ro_000	tehnician teatru/tehniciană teatru
C003389_ro_001	tehnician lumini și sunet
C003389_ro_002	tehnician teatru
C003389_ro_003	tehniciană lumini și sunet
C003389_ro_004	tehniciană teatru
C003390_ro_000	responsabil cu planuri de acțiuni în domeniul TIC/responsabilă cu planuri de acțiuni în domeniul TIC
C003390_ro_001	responsabil cu planuri de acțiuni în domeniul TIC
C003390_ro_002	responsabilă cu planuri de acțiuni în domeniul TIC
C003391_ro_000	profesor de matematică în învățământul secundar/profesoară de matematică în învățământul secundar
C003391_ro_001	profesoară de matematică în învățământul gimnazial
C003391_ro_002	profesoară de matematică în învățământul liceal, postliceal
C003391_ro_003	profesoară de matematică în învățământul secundar
C003391_ro_004	profesor de matematică în învățământul gimnazial
C003391_ro_005	profesor de matematică în învățământul liceal, postliceal
C003391_ro_006	profesor de matematică în învățământul secundar
C003392_ro_000	inspector în construcții
C003393_ro_000	depanator telefoane mobile/depanatoare telefoane mobile
C003393_ro_001	depanatoare telefoane mobile
C003393_ro_002	depanator telefoane mobile
C003393_ro_003	reparatoare telefoane celulare
C003393_ro_004	reparator telefoane celulare
C003393_ro_005	tehnician service GSM
C003394_ro_000	inginer tehnologie nucleară/ingineră tehnologie nucleară
C003394_ro_001	consilier inginer energie nucleară
C003394_ro_002	expert inginer tehnologie nucleară
C003394_ro_003	inginer centrală nucleară
C003394_ro_004	inginer securitate nucleară
C003394_ro_005	inginer specialist în energie nucleară
C003394_ro_006	inginer tehnologie nucleară
C003394_ro_007	ingineră centrală nucleară
C003394_ro_008	ingineră securitate nucleară
C003394_ro_009	ingineră tehnologie nucleară
C003395_ro_000	lucrător în prelucrarea cărnii halal/lucrătoare în prelucrarea cărnii halal
C003395_ro_001	lucrătoare în prelucrarea cărnii halal
C003395_ro_002	lucrător în prelucrarea cărnii halal
C003395_ro_003	operator linie de sacrificare halal
C003396_ro_000	inginer stații electrice/ingineră stații electrice
C003396_ro_001	consilier inginer stații electrice
C003396_ro_002	expert inginer stații electrice
C003396_ro_003	inginer proiectant stații electrice
C003396_ro_004	inginer specialist în stații electrice
C003396_ro_005	inginer stații electrice
C003396_ro_006	inginer șef proiect stații electrice
C003396_ro_007	ingineră stații electrice
C003397_ro_000	operator stație comprimare gaze
C003398_ro_000	adjudecător/adjudecătoare
C003398_ro_001	adjudecătoare
C003398_ro_002	adjudecător
C003399_ro_000	merchandiser
C003400_ro_000	însoțitor de bord
C003400_ro_001	membru echipaj cabină
C003400_ro_002	ofițer cabină
C003400_ro_003	steward
C003400_ro_004	stewardesă
C003401_ro_000	au pair
C003401_ro_001	au-pair
C003401_ro_002	aupair
C003401_ro_003	babysitter
C003401_ro_004	îngrijitoare de copii
C003401_ro_005	îngrijitor copii
C003401_ro_006	îngrijitor de copii
C003402_ro_000	profesor de muzică/profesoară de muzică
C003402_ro_001	profesoară de muzică
C003402_ro_002	profesor de muzică
C003403_ro_000	inspector-șef pompieri
C003404_ro_000	muncitor necalificat întreținere drumuri, șosele, poduri, baraje
C003404_ro_001	lucrător drumuri și căi ferate
C003405_ro_000	comandant pentru nave maritime
C003406_ro_000	dezvoltator de software
C003406_ro_001	dezvoltator de soluții software
C003406_ro_002	inginer de aplicații software
C003406_ro_003	inginer de software
C003406_ro_004	ingineră de aplicații software
C003406_ro_005	ingineră de software
C003406_ro_006	programatoare de software
C003406_ro_007	programator de software
C003407_ro_000	ofițer din forțele aeriene
C003407_ro_001	comandant de formație
C003407_ro_002	comandor de aviație
C003407_ro_003	locotenent-colonel de aviație
C003407_ro_004	ofițer al forțelor armate
C003407_ro_005	ofițer de zbor
C003408_ro_000	electrician instalații de iluminat stradal/electriciană instalații de iluminat stradal
C003408_ro_001	electrician instalații de iluminat stradal
C003408_ro_002	electriciană instalații de iluminat stradal
C003409_ro_000	manager magazin băuturi
C003409_ro_001	manager magazin băuturi alcoolice
C003409_ro_002	manager magazin băuturi alcoolice și băuturi răcoritoare
C003410_ro_000	tehnician întreținere mașini și utilaje din industria pielăriei/tehniciană întreținere mașini și utilaje din industria pielăriei
C003410_ro_001	inginer întreținere echipamente
C003410_ro_002	mecanic
C003410_ro_003	tehnician instalare și întreținere
C003410_ro_004	tehnician în industria pielăriei
C003410_ro_005	tehnician întreținere
C003410_ro_006	tehnician întreținere mașini și utilaje din industria pielăriei
C003410_ro_007	tehniciană în industria pielăriei
C003410_ro_008	tehniciană întreținere mașini și utilaje din industria pielăriei
C003411_ro_000	director de software/directoare de software
C003411_ro_001	directoare de software
C003411_ro_002	director de software
C003411_ro_003	manager software
C003412_ro_000	operator la camera de comandă termică
C003413_ro_000	specialist import-export utilaje pentru industria textilă
C003414_ro_000	tehnician microbiolog
C003415_ro_000	specialist import-export cafea, ceai, cacao și condimente
C003416_ro_000	cercetător în literatură
C003416_ro_001	asistent de cercetare în literatură
C003416_ro_002	cercetător literar
C003417_ro_000	angrosist flori și plante/angrosistă flori și plante
C003417_ro_001	angrosist flori și plante
C003417_ro_002	angrosistă flori și plante
C003418_ro_000	inginer biochimist
C003418_ro_001	bioinginer
C003418_ro_002	bioinginer medical
C003418_ro_003	bioingineră
C003418_ro_004	consilier inginer biochimist
C003418_ro_005	expert inginer biochimist
C003418_ro_006	inginer bioinginerie
C003418_ro_007	inginer de cercetare în biochimie
C003418_ro_008	inginer de cercetare în tehnologia compușilor macromoleculari
C003418_ro_009	inginer de cercetare în tehnologia substanțelor organice
C003418_ro_010	inginer industria alimentară
C003418_ro_011	inginer specialist în biochimie
C003418_ro_012	inginer specialist în tehnologia compușilor macromoleculari
C003419_ro_000	coordonator operațiuni de transport aerian de marfă/coordonatoare operațiuni de transport aerian de marfă
C003419_ro_001	coordonatoare operațiuni de transport aerian de marfă
C003419_ro_002	coordonator de servicii de transport aerian de marfă și de servicii de platformă
C003419_ro_003	coordonator operațiuni cargo în terminal
C003419_ro_004	coordonator operațiuni de transport aerian de marfă
C003419_ro_005	coordonator transport aerian de marfă
C003419_ro_006	coordonator transport cargo aerian
C003419_ro_007	manager servicii cargo și de platformă
C003420_ro_000	zidar pietrar
C003420_ro_001	cioplitoare în piatră
C003420_ro_002	cioplitor în piatră
C003420_ro_003	lucrătoare în piatră
C003420_ro_004	lucrător în piatră
C003420_ro_005	mauăr
C003420_ro_006	meșter zidar
C003420_ro_007	pietrar
C003420_ro_008	tăietoare în piatră
C003420_ro_009	tăietor în piatră
C003420_ro_010	zidar construcții
C003421_ro_000	tehnician control calitate confecții textile/tehniciană control calitate confecții textile
C003421_ro_001	tehnician control calitate confecții textile
C003421_ro_002	tehnician în industria confecțiilor și tricotajelor
C003421_ro_003	tehniciană control calitate confecții textile
C003421_ro_004	tehniciană în industria confecțiilor și tricotajelor
C003422_ro_000	asistent la domiciliu/asistentă la domiciliu
C003422_ro_001	asistent la domiciliu
C003422_ro_002	asistentă la domiciliu
C003423_ro_000	specialist informații aeronautice/specialistă informații aeronautice
C003423_ro_001	specialist informații aeronautice
C003423_ro_002	specialistă informații aeronautice
C003424_ro_000	protecționist silvic
C003424_ro_001	brigadier silvic
C003424_ro_002	lucrător forestier
C003424_ro_003	pădurar
C003425_ro_000	mecanic utilaje forestiere
C003425_ro_001	mecanic echipamente forestiere
C003425_ro_002	tehnician utilaje forestiere
C003425_ro_003	tehnician utilaje silvice
C003425_ro_004	tehniciană utilaje forestiere
C003425_ro_005	tehniciană utilaje silvice
C003426_ro_000	ipsosar
C003426_ro_001	lucrătoare în ipsos
C003426_ro_002	lucrător ipsosar
C003426_ro_003	lucrător în ipsos
C003426_ro_004	stucatoare
C003426_ro_005	stucator
C003426_ro_006	stucaturist
C003426_ro_007	stucaturistă
C003426_ro_008	tencuitoare
C003426_ro_009	tencuitor
C003427_ro_000	meșter
C003427_ro_001	meșter întreținere
C003427_ro_002	tehnician întreținere clădiri
C003428_ro_000	vânzător specializat echipamente telecomunicații
C003428_ro_001	vânzător magazin echipamente telecomunicații
C003428_ro_002	vânzător specializat magazin echipamente telecomunicații
C003428_ro_003	vânzător specializat telefoane mobile și accesorii
C003428_ro_004	vânzător telefoane mobile și accesorii
C003428_ro_005	vânzător telefoane mobile și smartphone
C003429_ro_000	tehnician textile nețesute/tehniciană textile nețesute
C003429_ro_001	confecționer asamblor articole din textile
C003429_ro_002	lucrătoare în industria textilă și confecții
C003429_ro_003	lucrător în industria textilă și confecții
C003429_ro_004	operatoare textile nețesute
C003429_ro_005	operator textile nețesute
C003429_ro_006	tehnician textile nețesute
C003429_ro_007	tehniciană textile nețesute
C003430_ro_000	șef de laborator analize medicale
C003431_ro_000	preparator lichioruri/preparatoare lichioruri
C003431_ro_001	operatoare la prepararea băuturilor alcoolice
C003431_ro_002	operator la prepararea băuturilor alcoolice
C003431_ro_003	preparatoare lichioruri
C003431_ro_004	preparator lichioruri
C003432_ro_000	director centru informare turistică/directoare centru informare turistică
C003432_ro_001	directoare centru de informare turistică
C003432_ro_002	directoare centru de informare și promovare turistică
C003432_ro_003	director centru de informare turistică
C003432_ro_004	director centru de informare și promovare turistică
C003433_ro_000	electromecanic reparator obiecte de uz casnic
C003433_ro_001	depanatoare obiecte de uz casnic
C003433_ro_002	depanator obiecte de uz casnic
C003433_ro_003	electronist reparator electrocasnice
C003433_ro_004	reparatoare frigidere
C003433_ro_005	reparatoare mașini de spălat
C003433_ro_006	reparator frigidere
C003433_ro_007	reparator mașini de spălat
C003433_ro_008	tehnician service aer condiționat
C003433_ro_009	tehnician service electrocasnice
C003433_ro_010	tehnician service frigidere
C003433_ro_011	tehnician service mașini de spălat
C003434_ro_000	hidroterapeut în medicina veterinară
C003434_ro_001	specialist în hidroterapie veterinară
C003434_ro_002	specialistă în hidroterapie veterinară
C003435_ro_000	manager serviciu clienți
C003435_ro_001	manager asistență clienți
C003435_ro_002	manager relații clienți
C003436_ro_000	agent de publicitate
C003437_ro_000	operator la echipamente pentru separarea făinii/operatoare la echipamente pentru separarea făinii
C003437_ro_001	operatoare la echipamente pentru separarea făinii
C003437_ro_002	operator la echipamente pentru separarea făinii
C003438_ro_000	manager centru de zi pentru tineri
C003438_ro_001	consilier pentru tineret
C003438_ro_002	lucrător de tineret
C003438_ro_003	lucrător social
C003438_ro_004	manager centru de recreere pentru tineri
C003439_ro_000	tehnician serigrafie/tehniciană serigrafie
C003439_ro_001	imprimatoare serigrafă
C003439_ro_002	imprimator serigraf
C003439_ro_003	imprimeur textil
C003439_ro_004	serigraf
C003439_ro_005	tehnician imprimări serigrafice
C003439_ro_006	tehnician serigrafie
C003439_ro_007	tehniciană imprimări serigrafice
C003439_ro_008	tehniciană serigrafie
C003440_ro_000	constructor instrumente de percuție idiofone/constructoare instrumente de percuție idiofone
C003440_ro_001	constructoare instrumente de percuție
C003440_ro_002	constructoare instrumente de percuție autofone
C003440_ro_003	constructoare instrumente de percuție idiofone
C003440_ro_004	constructoare instrumente idiofone
C003440_ro_005	constructor instrumente de percuție
C003440_ro_006	constructor instrumente de percuție autofone
C003440_ro_007	constructor instrumente de percuție idiofone
C003440_ro_008	constructor instrumente idiofone
C003441_ro_000	conducător activitate transport rutier
C003441_ro_001	coordonator transport rutier
C003441_ro_002	manager transport rutier
C003442_ro_000	coordonator servicii de mutări/coordonatoare servicii de mutări
C003442_ro_001	coordonatoare mutări firme
C003442_ro_002	coordonatoare mutări industriale
C003442_ro_003	coordonatoare relocare
C003442_ro_004	coordonatoare servicii de mutări
C003442_ro_005	coordonatoare servicii mutări locale și internaționale
C003442_ro_006	coordonator mutări firme
C003442_ro_007	coordonator mutări industriale
C003442_ro_008	coordonator relocare
C003442_ro_009	coordonator relocări firme
C003442_ro_010	coordonator servicii de mutări
C003442_ro_011	coordonator servicii mutări locale și internaționale
C003442_ro_012	planificatoare relocare
C003442_ro_013	planificator relocare
C003443_ro_000	supervizor producție în industria chimică/supervizoare producție în industria chimică
C003443_ro_001	supervizoare producție în industria chimică
C003443_ro_002	supervizor producție în industria chimică
C003444_ro_000	asamblor cabluri electrice/asambloare cabluri electrice
C003444_ro_001	asambloare cabluri electrice
C003444_ro_002	asamblor cabluri electrice
C003444_ro_003	confecționer cabluri și arbori de cabluri
C003444_ro_004	confecționeră cabluri și arbori de cabluri
C003444_ro_005	muncitor calificat asamblare cabluri electrice
C003445_ro_000	ambalator manual
C003445_ro_001	ambalator
C003445_ro_002	muncitor ambalare
C003446_ro_000	șef de echipă pentru recoltarea culturilor agricole/șefă de echipă pentru recoltarea culturilor agricole
C003446_ro_001	șef de echipă pentru recoltarea culturilor agricole
C003446_ro_002	șefă de echipă pentru recoltarea culturilor agricole
C003447_ro_000	director resurse umane
C003447_ro_001	manager resurse umane
C003447_ro_002	șef serviciu resurse umane
C003448_ro_000	coafor-peruchier-machior
C003448_ro_001	coafeză
C003448_ro_002	coafor
C003448_ro_003	coafor stilist
C003448_ro_004	coafor-machior
C003448_ro_005	coafor-peruchier
C003448_ro_006	hair and make-up artist
C003448_ro_007	performance hairdresser
C003449_ro_000	judecător de pace
C003450_ro_000	controlor trafic feroviar/controloare trafic feroviar
C003450_ro_001	controloare trafic feroviar
C003450_ro_002	controlor trafic feroviar
C003450_ro_003	impiegat
C003450_ro_004	impiegată
C003450_ro_005	operator post de manevră
C003451_ro_000	muzician/muziciană
C003451_ro_001	acordeonist
C003451_ro_002	acordeonistă
C003451_ro_003	chitarist
C003451_ro_004	chitaristă
C003451_ro_005	clarinetist
C003451_ro_006	clarinetistă
C003451_ro_007	flautist
C003451_ro_008	flautistă
C003451_ro_009	harpist
C003451_ro_010	harpistă
C003451_ro_011	muzicant
C003451_ro_012	muzicantă
C003451_ro_013	muzician
C003451_ro_014	muziciană
C003451_ro_015	oboist
C003451_ro_016	oboistă
C003451_ro_017	organist
C003451_ro_018	organistă
C003451_ro_019	pianist
C003451_ro_020	pianistă
C003451_ro_021	saxofonist
C003451_ro_022	solist instrumentist
C003451_ro_023	solist vocal
C003451_ro_024	toboșar
C003451_ro_025	trombonist
C003451_ro_026	trompetist
C003451_ro_027	violoncelist
C003451_ro_028	violoncelistă
C003451_ro_029	violonist
C003451_ro_030	violonistă
C003451_ro_031	țambalist
C003452_ro_000	asistent referent partid politic
C003452_ro_001	responsabil relații cu presa
C003452_ro_002	responsabilă relații cu presa
C003452_ro_003	specialist relații publice
C003452_ro_004	specialistă relații publice
C003453_ro_000	profesor de artă dramatică în învățământul secundar/profesoară de artă teatrală în învățământul secundar
C003453_ro_001	profesoară de artă dramatică în învățământul gimnazial
C003453_ro_002	profesoară de artă dramatică în învățământul liceal, postliceal
C003453_ro_003	profesoară de artă dramatică în învățământul secundar
C003453_ro_004	profesor de artă dramatică în învățământul gimnazial
C003453_ro_005	profesor de artă dramatică în învățământul liceal, postliceal
C003453_ro_006	profesor de artă dramatică în învățământul secundar
C003454_ro_000	operator la mașinile de umplut diferite recipiente cu produse/operatoare la mașinile de umplut diferite recipiente cu produse
C003454_ro_001	operatoare la maşinile de umplut diferite recipiente cu produse
C003454_ro_002	operator la maşinile de umplut diferite recipiente cu produse
C003455_ro_000	îngrijitor animale grădină zoologică
C003455_ro_001	îngrijitor acvariu
C003455_ro_002	îngrijitor animale
C003455_ro_003	îngrijitor animale și ghid grădină zoologică
C003456_ro_000	manager magazin second hand
C003456_ro_001	manager magazin consignație
C003456_ro_002	manager magazin haine second hand
C003456_ro_003	manager magazin vechituri
C003457_ro_000	mecanic de mașini agricole
