ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
7122.2,hardwood floor layer,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7122.2,hardwood floor layer,47-2043.00,Floor Sanders and Finishers
7122.2,hardwood floor layer,47-2044.00,Tile and Stone Setters
7122.2,hardwood floor layer,47-2053.00,Terrazzo Workers and Finishers
7122.2,hardwood floor layer,47-2081.00,Drywall and Ceiling Tile Installers
7122.2,hardwood floor layer,47-2082.00,Tapers
7122.3,resilient floor layer,47-2041.00,Carpet Installers
7122.3,resilient floor layer,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7122.3,resilient floor layer,47-2043.00,Floor Sanders and Finishers
7122.3,resilient floor layer,47-2044.00,Tile and Stone Setters
7122.3,resilient floor layer,47-2053.00,Terrazzo Workers and Finishers
7122.3,resilient floor layer,47-2081.00,Drywall and Ceiling Tile Installers
7122.3,resilient floor layer,47-2082.00,Tapers
7122.4,tile fitter,47-2021.00,Brickmasons and Blockmasons
7122.4,tile fitter,47-2022.00,Stonemasons
7122.4,tile fitter,47-2041.00,Carpet Installers
7122.4,tile fitter,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7122.4,tile fitter,47-2043.00,Floor Sanders and Finishers
7122.4,tile fitter,47-2044.00,Tile and Stone Setters
7122.4,tile fitter,47-2053.00,Terrazzo Workers and Finishers
7122.4,tile fitter,47-2081.00,Drywall and Ceiling Tile Installers
7122.4,tile fitter,47-2082.00,Tapers
7123,Plasterers,47-2081.00,Drywall and Ceiling Tile Installers
7123,Plasterers,47-2161.00,Plasterers and Stucco Masons
7123,Plasterers,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
7123.1,ceiling installer,47-2021.00,Brickmasons and Blockmasons
7123.1,ceiling installer,47-2031.00,Carpenters
7123.1,ceiling installer,47-2041.00,Carpet Installers
7123.1,ceiling installer,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7123.1,ceiling installer,47-2044.00,Tile and Stone Setters
7123.1,ceiling installer,47-2081.00,Drywall and Ceiling Tile Installers
7123.1,ceiling installer,47-2082.00,Tapers
7123.1,ceiling installer,47-4099.03,Weatherization Installers and Technicians
7123.1,ceiling installer,49-9095.00,Manufactured Building and Mobile Home Installers
7123.2,plasterer,47-2021.00,Brickmasons and Blockmasons
7123.2,plasterer,47-2022.00,Stonemasons
7123.2,plasterer,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7123.2,plasterer,47-2043.00,Floor Sanders and Finishers
7123.2,plasterer,47-2044.00,Tile and Stone Setters
7123.2,plasterer,47-2053.00,Terrazzo Workers and Finishers
7123.2,plasterer,47-2081.00,Drywall and Ceiling Tile Installers
7123.2,plasterer,47-2082.00,Tapers
7123.2,plasterer,47-2161.00,Plasterers and Stucco Masons
7123.2,plasterer,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
7124,Insulation workers,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
7124,Insulation workers,47-2132.00,"Insulation Workers, Mechanical"
7124,Insulation workers,47-4099.03,Weatherization Installers and Technicians
7124.1,insulation worker,47-2021.00,Brickmasons and Blockmasons
7124.1,insulation worker,47-2081.00,Drywall and Ceiling Tile Installers
7124.1,insulation worker,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
7124.1,insulation worker,47-2132.00,"Insulation Workers, Mechanical"
7124.1,insulation worker,47-4099.03,Weatherization Installers and Technicians
7125,Glaziers,47-2121.00,Glaziers
7125,Glaziers,49-3022.00,Automotive Glass Installers and Repairers
7125.1,plate glass installer,27-1026.00,Merchandise Displayers and Window Trimmers
7125.1,plate glass installer,47-2121.00,Glaziers
7125.1,plate glass installer,49-3022.00,Automotive Glass Installers and Repairers
7125.1,plate glass installer,49-9095.00,Manufactured Building and Mobile Home Installers
7125.1,plate glass installer,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
7125.2,vehicle glazier,47-2121.00,Glaziers
7125.2,vehicle glazier,49-3021.00,Automotive Body and Related Repairers
7125.2,vehicle glazier,49-3022.00,Automotive Glass Installers and Repairers
7126,Plumbers and pipe fitters,47-2151.00,Pipelayers
7126,Plumbers and pipe fitters,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7126,Plumbers and pipe fitters,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
7126,Plumbers and pipe fitters,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.1,bathroom fitter,47-2031.00,Carpenters
7126.1,bathroom fitter,49-9095.00,Manufactured Building and Mobile Home Installers
7126.10,sewerage network operative,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.10,sewerage network operative,51-8031.00,Water and Wastewater Treatment Plant and System Operators
7126.11,sewer construction worker,47-2151.00,Pipelayers
7126.11,sewer construction worker,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.12,sprinkler fitter,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7126.12,sprinkler fitter,49-2098.00,Security and Fire Alarm Systems Installers
7126.13,water conservation technician,17-3025.00,Environmental Engineering Technologists and Technicians
7126.13,water conservation technician,51-8031.00,Water and Wastewater Treatment Plant and System Operators
7126.14,water network operative,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.14,water network operative,51-8031.00,Water and Wastewater Treatment Plant and System Operators
7126.2,drain technician,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.3,gas service technician,53-7071.00,Gas Compressor and Gas Pumping Station Operators
7126.4,heating technician,47-4011.01,Energy Auditors
7126.4,heating technician,51-8021.00,Stationary Engineers and Boiler Operators
7126.5,irrigation system installer,49-3041.00,Farm Equipment Mechanics and Service Technicians
7126.6,irrigation technician,49-2098.00,Security and Fire Alarm Systems Installers
7126.7,pipeline maintenance worker,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
7126.7,pipeline maintenance worker,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7126.8,plumber,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7126.8,plumber,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
7126.9,septic tank servicer,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
7127,Air conditioning and refrigeration mechanics,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
7127.1,heating and ventilation service engineer,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
7131,Painters and related workers,47-2082.00,Tapers
7131,Painters and related workers,47-2141.00,"Painters, Construction and Maintenance"
7131,Painters and related workers,47-2142.00,Paperhangers
7131,Painters and related workers,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
7131,Painters and related workers,51-9123.00,"Painting, Coating, and Decorating Workers"
7131.1,construction painter,47-2141.00,"Painters, Construction and Maintenance"
7131.1,construction painter,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
7131.2,marine painter,47-2141.00,"Painters, Construction and Maintenance"
7131.2,marine painter,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7131.3,paperhanger,47-2082.00,Tapers
7131.3,paperhanger,47-2142.00,Paperhangers
7131.3,paperhanger,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
7132,Spray painters and varnishers,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7132.1,lacquer spray gun operator,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
7132.1,lacquer spray gun operator,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7132.2,surface treatment operator,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
7132.2,surface treatment operator,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7132.3,transport equipment painter,47-2141.00,"Painters, Construction and Maintenance"
7132.3,transport equipment painter,49-3021.00,Automotive Body and Related Repairers
7132.3,transport equipment painter,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7132.3,transport equipment painter,53-7061.00,Cleaners of Vehicles and Equipment
7133,Building structure cleaners,47-4041.00,Hazardous Materials Removal Workers
7133.1,asbestos abatement worker,37-2021.00,Pest Control Workers
7133.1,asbestos abatement worker,47-4041.00,Hazardous Materials Removal Workers
7133.1,asbestos abatement worker,47-4099.03,Weatherization Installers and Technicians
7133.2,building exterior cleaner,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
7133.2,building exterior cleaner,37-2012.00,Maids and Housekeeping Cleaners
7133.2,building exterior cleaner,37-2021.00,Pest Control Workers
7133.2,building exterior cleaner,53-7061.00,Cleaners of Vehicles and Equipment
7133.3,chimney sweep,37-2021.00,Pest Control Workers
7133.4,chimney sweep supervisor,37-2021.00,Pest Control Workers
7133.5,decontamination worker,37-2021.00,Pest Control Workers
7133.5,decontamination worker,47-4041.00,Hazardous Materials Removal Workers
7211,Metal moulders and coremakers,51-4052.00,"Pourers and Casters, Metal"
7211,Metal moulders and coremakers,51-4071.00,Foundry Mold and Coremakers
7211,Metal moulders and coremakers,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7211.1,foundry operative,51-4052.00,"Pourers and Casters, Metal"
7211.1,foundry operative,51-4071.00,Foundry Mold and Coremakers
7211.1,foundry operative,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7211.1.1,coquille casting worker,51-4052.00,"Pourers and Casters, Metal"
7211.1.1,coquille casting worker,51-4071.00,Foundry Mold and Coremakers
7211.1.1,coquille casting worker,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7211.1.1,coquille casting worker,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
7211.1.2,foundry moulder,51-4052.00,"Pourers and Casters, Metal"
7211.1.2,foundry moulder,51-4062.00,"Patternmakers, Metal and Plastic"
7211.1.2,foundry moulder,51-4071.00,Foundry Mold and Coremakers
7211.1.2,foundry moulder,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7211.1.2,foundry moulder,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
7211.1.3,mouldmaker,51-4052.00,"Pourers and Casters, Metal"
7211.1.3,mouldmaker,51-4061.00,"Model Makers, Metal and Plastic"
7211.1.3,mouldmaker,51-4062.00,"Patternmakers, Metal and Plastic"
7211.1.3,mouldmaker,51-4071.00,Foundry Mold and Coremakers
7211.1.3,mouldmaker,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7211.1.3,mouldmaker,51-4111.00,Tool and Die Makers
7211.1.3,mouldmaker,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
7212,Welders and flamecutters,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.1,brazier,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.1,brazier,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.1,brazier,51-9198.00,Helpers--Production Workers
7212.2,solderer,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.2,solderer,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.2,solderer,51-9198.00,Helpers--Production Workers
7212.3,welder,47-2011.00,Boilermakers
7212.3,welder,47-2211.00,Sheet Metal Workers
7212.3,welder,51-2041.00,Structural Metal Fabricators and Fitters
7212.3,welder,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.3,welder,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.3.1,electron beam welder,47-2011.00,Boilermakers
7212.3.1,electron beam welder,47-2211.00,Sheet Metal Workers
7212.3.1,electron beam welder,51-2041.00,Structural Metal Fabricators and Fitters
7212.3.1,electron beam welder,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.3.2,laser beam welder,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.3.3,pipe welder,47-2011.00,Boilermakers
7212.3.3,pipe welder,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7212.3.3,pipe welder,47-2211.00,Sheet Metal Workers
7212.3.3,pipe welder,49-9044.00,Millwrights
7212.3.3,pipe welder,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.3.4,spot welder,47-2011.00,Boilermakers
7212.3.4,spot welder,47-2211.00,Sheet Metal Workers
7212.3.4,spot welder,51-2041.00,Structural Metal Fabricators and Fitters
7212.3.4,spot welder,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7212.3.4,spot welder,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7212.4,welding coordinator,51-1011.00,First-Line Supervisors of Production and Operating Workers
7213,Sheet-metal workers,47-2011.00,Boilermakers
7213,Sheet-metal workers,47-2211.00,Sheet Metal Workers
7213,Sheet-metal workers,51-4192.00,"Layout Workers, Metal and Plastic"
7213.1,boilermaker,47-2011.00,Boilermakers
7213.1,boilermaker,47-2211.00,Sheet Metal Workers
7213.2,container equipment assembler,47-2011.00,Boilermakers
7213.3,coppersmith,47-2211.00,Sheet Metal Workers
7213.3,coppersmith,51-2041.00,Structural Metal Fabricators and Fitters
7213.4,sheet metal worker,47-2011.00,Boilermakers
7213.4,sheet metal worker,47-2211.00,Sheet Metal Workers
7213.4,sheet metal worker,47-2221.00,Structural Iron and Steel Workers
7213.4,sheet metal worker,51-2041.00,Structural Metal Fabricators and Fitters
7213.4,sheet metal worker,51-9198.00,Helpers--Production Workers
7214,Structural-metal preparers and erectors,47-2171.00,Reinforcing Iron and Rebar Workers
7214,Structural-metal preparers and erectors,47-2221.00,Structural Iron and Steel Workers
7214,Structural-metal preparers and erectors,51-2041.00,Structural Metal Fabricators and Fitters
7214.1,dismantling worker,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7214.1,dismantling worker,53-7062.04,Recycling and Reclamation Workers
7214.2,shipwright,49-9044.00,Millwrights
7214.2,shipwright,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7214.2,shipwright,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7214.2,shipwright,53-5011.00,Sailors and Marine Oilers
7214.3,structural ironworker,47-2011.00,Boilermakers
7214.3,structural ironworker,47-2171.00,Reinforcing Iron and Rebar Workers
7214.3,structural ironworker,47-2211.00,Sheet Metal Workers
7214.3,structural ironworker,47-2221.00,Structural Iron and Steel Workers
7214.3,structural ironworker,49-9044.00,Millwrights
7214.3,structural ironworker,49-9096.00,Riggers
7214.3,structural ironworker,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7214.3,structural ironworker,51-2041.00,Structural Metal Fabricators and Fitters
7214.3.1,riveter,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7214.3.1,riveter,51-2031.00,Engine and Other Machine Assemblers
7214.3.1,riveter,51-2041.00,Structural Metal Fabricators and Fitters
7215,Riggers and cable splicers,49-9096.00,Riggers
7215.1,event scaffolder,49-9096.00,Riggers
7215.1.1,stagehand,27-4099.00,"Media and Communication Equipment Workers, All Other"
7215.2,rigger,47-2011.00,Boilermakers
7215.2,rigger,49-9044.00,Millwrights
7215.2,rigger,49-9096.00,Riggers
7215.2,rigger,53-7021.00,Crane and Tower Operators
7215.2,rigger,53-7041.00,Hoist and Winch Operators
7215.2.1,boat rigger,49-9044.00,Millwrights
7215.2.1,boat rigger,49-9092.00,Commercial Divers
7215.2.1,boat rigger,49-9096.00,Riggers
7215.2.1,boat rigger,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7215.2.1,boat rigger,53-5011.00,Sailors and Marine Oilers
7215.2.2,ground rigger,49-9044.00,Millwrights
7215.2.2,ground rigger,49-9092.00,Commercial Divers
7215.2.2,ground rigger,49-9096.00,Riggers
7215.2.2,ground rigger,51-9198.00,Helpers--Production Workers
7215.2.2,ground rigger,53-7041.00,Hoist and Winch Operators
7215.2.3,high rigger,49-9044.00,Millwrights
7215.2.3,high rigger,49-9092.00,Commercial Divers
7215.2.3,high rigger,49-9096.00,Riggers
7215.2.3,high rigger,53-7041.00,Hoist and Winch Operators
7215.3,rigging supervisor,49-9096.00,Riggers
7215.3,rigging supervisor,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
7215.4,tent installer,47-3019.00,"Helpers, Construction Trades, All Other"
7221,"Blacksmiths, hammersmiths and forging press workers",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221.1,blacksmith,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221.1.1,farrier,39-2021.00,Animal Caretakers
7221.2,drop forging hammer worker,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221.3,hydraulic forging press worker,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221.4,mechanical forging press worker,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7221.4,mechanical forging press worker,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7222,Toolmakers and related workers,49-9094.00,Locksmiths and Safe Repairers
7222,Toolmakers and related workers,51-4061.00,"Model Makers, Metal and Plastic"
7222,Toolmakers and related workers,51-4071.00,Foundry Mold and Coremakers
7222,Toolmakers and related workers,51-4111.00,Tool and Die Makers
7222,Toolmakers and related workers,51-7032.00,"Patternmakers, Wood"
7222.1,casting mould maker,51-4052.00,"Pourers and Casters, Metal"
7222.1,casting mould maker,51-4061.00,"Model Makers, Metal and Plastic"
7222.1,casting mould maker,51-4062.00,"Patternmakers, Metal and Plastic"
7222.1,casting mould maker,51-4071.00,Foundry Mold and Coremakers
7222.1,casting mould maker,51-4111.00,Tool and Die Makers
7222.1,casting mould maker,51-7032.00,"Patternmakers, Wood"
7222.1,casting mould maker,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
7222.2,gunsmith,49-9064.00,Watch and Clock Repairers
7222.2,gunsmith,51-2061.00,Timing Device Assemblers and Adjusters
7222.3,locksmith,49-2098.00,Security and Fire Alarm Systems Installers
7222.3,locksmith,49-9011.00,Mechanical Door Repairers
7222.3,locksmith,49-9094.00,Locksmiths and Safe Repairers
7222.3,locksmith,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7222.4,precision mechanic,51-2061.00,Timing Device Assemblers and Adjusters
7222.5,tool and die maker,49-9094.00,Locksmiths and Safe Repairers
7222.5,tool and die maker,51-4041.00,Machinists
7222.5,tool and die maker,51-4061.00,"Model Makers, Metal and Plastic"
7222.5,tool and die maker,51-4062.00,"Patternmakers, Metal and Plastic"
7222.5,tool and die maker,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7222.5,tool and die maker,51-4111.00,Tool and Die Makers
7222.5,tool and die maker,51-9161.00,Computer Numerically Controlled Tool Operators
7222.5,tool and die maker,51-9162.00,Computer Numerically Controlled Tool Programmers
7223,Metal working machine tool setters and operators,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Metal working machine tool setters and operators,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223,Metal working machine tool setters and operators,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Metal working machine tool setters and operators,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Metal working machine tool setters and operators,51-4041.00,Machinists
7223,Metal working machine tool setters and operators,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223,Metal working machine tool setters and operators,51-9161.00,Computer Numerically Controlled Tool Operators
7223.1,boring machine operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.10,laser marking machine operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.11,metal nibbling operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
7223.11,metal nibbling operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.11,metal nibbling operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.11,metal nibbling operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.12,metal planer operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.12,metal planer operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.12,metal planer operator,51-4041.00,Machinists
7223.12,metal planer operator,51-9161.00,Computer Numerically Controlled Tool Operators
7223.12,metal planer operator,51-9162.00,Computer Numerically Controlled Tool Programmers
7223.13,moulding machine operator,51-4052.00,"Pourers and Casters, Metal"
7223.13,moulding machine operator,51-4071.00,Foundry Mold and Coremakers
7223.13,moulding machine operator,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.14,ornamental metal worker,47-2211.00,Sheet Metal Workers
7223.14,ornamental metal worker,47-2221.00,Structural Iron and Steel Workers
7223.14,ornamental metal worker,51-2041.00,Structural Metal Fabricators and Fitters
7223.15,oxy fuel burning machine operator,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7223.16,plasma cutting machine operator,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7223.17,router operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.17,router operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.18,scrap metal operative,51-4199.00,"Metal Workers and Plastic Workers, All Other"
7223.19,screw machine operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.19,screw machine operator,51-4041.00,Machinists
7223.19,screw machine operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.19,screw machine operator,51-9161.00,Computer Numerically Controlled Tool Operators
7223.2,briquetting machine operator,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.20,spark erosion machine operator,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7223.21,stamping press operator,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.21,stamping press operator,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.21,stamping press operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.22,straightening machine operator,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.22,straightening machine operator,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.22,straightening machine operator,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.22,straightening machine operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.22,straightening machine operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.23,swaging machine operator,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.23,swaging machine operator,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.23,swaging machine operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.24,thread rolling machine operator,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.25,upsetting machine operator,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.25,upsetting machine operator,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.3,chain making machine operator,51-4199.00,"Metal Workers and Plastic Workers, All Other"
7223.4,computer numerical control machine operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4,computer numerical control machine operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4,computer numerical control machine operator,51-4041.00,Machinists
7223.4,computer numerical control machine operator,51-9161.00,Computer Numerically Controlled Tool Operators
7223.4,computer numerical control machine operator,51-9162.00,Computer Numerically Controlled Tool Programmers
7223.4.1,engraving machine operator,51-9194.00,Etchers and Engravers
7223.4.2,grinding machine operator,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4.2,grinding machine operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.2,grinding machine operator,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
7223.4.2,grinding machine operator,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
7223.4.2,grinding machine operator,51-9022.00,"Grinding and Polishing Workers, Hand"
7223.4.3,laser cutting machine operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.4,lathe and turning machine operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4.4,lathe and turning machine operator,51-4041.00,Machinists
7223.4.4,lathe and turning machine operator,51-9161.00,Computer Numerically Controlled Tool Operators
7223.4.4,lathe and turning machine operator,51-9162.00,Computer Numerically Controlled Tool Programmers
7223.4.4.1,metalworking lathe operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4.5,metal sawing machine operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.5,metal sawing machine operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.5,metal sawing machine operator,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
7223.4.6,milling machine operator,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4.6,milling machine operator,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.6,milling machine operator,51-4041.00,Machinists
7223.4.6,milling machine operator,51-9161.00,Computer Numerically Controlled Tool Operators
7223.4.6,milling machine operator,51-9162.00,Computer Numerically Controlled Tool Programmers
7223.4.7,punch press operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.4.7,punch press operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.4.8,water jet cutter operator,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
7223.5,drilling machine operator,47-5011.00,"Derrick Operators, Oil and Gas"
7223.5,drilling machine operator,47-5012.00,"Rotary Drill Operators, Oil and Gas"
7223.5,drilling machine operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
7223.5,drilling machine operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.6,drill press operator,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.6,drill press operator,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
