24413f38-e457-4de1-bba0-5a02b7282e2c,6223.1,zeevisser,http://data.europa.eu/esco/occupation/24413f38-e457-4de1-bba0-5a02b7282e2c,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:broadMatch,,Visserijmatroos
24413f38-e457-4de1-bba0-5a02b7282e2c,6223.1,zeevisser,http://data.europa.eu/esco/occupation/24413f38-e457-4de1-bba0-5a02b7282e2c,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:broadMatch,,Marin-pêcheur (h/f/x)
270528cf-2bf9-463d-aeaa-d169b1f767c1,6222.1,kustvisser,http://data.europa.eu/esco/occupation/270528cf-2bf9-463d-aeaa-d169b1f767c1,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:broadMatch,,Visserijmatroos
270528cf-2bf9-463d-aeaa-d169b1f767c1,6222.1,kustvisser,http://data.europa.eu/esco/occupation/270528cf-2bf9-463d-aeaa-d169b1f767c1,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:broadMatch,,Marin-pêcheur (h/f/x)
2e46a2a3-4d33-469e-8d50-588cc17e6bed,8350.1,bootsman,http://data.europa.eu/esco/occupation/2e46a2a3-4d33-469e-8d50-588cc17e6bed,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:closeMatch,,Visserijmatroos
2e46a2a3-4d33-469e-8d50-588cc17e6bed,8350.1,bootsman,http://data.europa.eu/esco/occupation/2e46a2a3-4d33-469e-8d50-588cc17e6bed,c9a3a724-017d-4e08-be81-b14ec2df6be1,OP-66,Visserijmatroos,Marin-pêcheur (h/f/x),,skos:closeMatch,,Marin-pêcheur (h/f/x)
e3b08984-19fe-4d51-a1b0-990676fc7234,2621.1,archivaris,http://data.europa.eu/esco/occupation/e3b08984-19fe-4d51-a1b0-990676fc7234,ddf57bf1-fd2a-406d-bae6-578defd561fa,OP-660,Archiefdeskundige,Expert en archives (h/f/x),,skos:exactMatch,,Archiefdeskundige
e3b08984-19fe-4d51-a1b0-990676fc7234,2621.1,archivaris,http://data.europa.eu/esco/occupation/e3b08984-19fe-4d51-a1b0-990676fc7234,ddf57bf1-fd2a-406d-bae6-578defd561fa,OP-660,Archiefdeskundige,Expert en archives (h/f/x),,skos:exactMatch,,Expert en archives (h/f/x)
a48b9a5a-5ded-482d-8cda-7fd097a32c16,6113.1,medewerker groenvoorziening/medewerkster groenvoorziening,http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,e1f1af14-591d-42c7-87da-fa17eebe82f6,OP-661,Tuinaanlegger-groenbeheerder,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x),,skos:broadMatch,,Tuinaanlegger-groenbeheerder
a48b9a5a-5ded-482d-8cda-7fd097a32c16,6113.1,medewerker groenvoorziening/medewerkster groenvoorziening,http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,e1f1af14-591d-42c7-87da-fa17eebe82f6,OP-661,Tuinaanlegger-groenbeheerder,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x),,skos:broadMatch,,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x)
e7970c7a-7769-4002-87d3-0a8ea94fdd6f,6113.6,hovenier,http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f,e1f1af14-591d-42c7-87da-fa17eebe82f6,OP-661,Tuinaanlegger-groenbeheerder,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x),,skos:exactMatch,,Tuinaanlegger-groenbeheerder
e7970c7a-7769-4002-87d3-0a8ea94fdd6f,6113.6,hovenier,http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f,e1f1af14-591d-42c7-87da-fa17eebe82f6,OP-661,Tuinaanlegger-groenbeheerder,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x),,skos:exactMatch,,Jardinier paysagiste - jardiner d'aménagement d'espaces verts (h/f/x)
24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,3240.2.4,dierenverpleegkundige,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,301fda29-336b-4260-82b7-c14fc1306dc8,OP-663,Dierenartsassistent,Assistant vétérinaire (h/f/x),,skos:exactMatch,,Dierenartsassistent
24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,3240.2.4,dierenverpleegkundige,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,301fda29-336b-4260-82b7-c14fc1306dc8,OP-663,Dierenartsassistent,Assistant vétérinaire (h/f/x),,skos:exactMatch,,Assistant vétérinaire (h/f/x)
f00154a5-d27f-429e-b9a4-1d65c672cee7,4226.2.2,dierenartsassistent,http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7,301fda29-336b-4260-82b7-c14fc1306dc8,OP-663,Dierenartsassistent,Assistant vétérinaire (h/f/x),,skos:exactMatch,,Dierenartsassistent
f00154a5-d27f-429e-b9a4-1d65c672cee7,4226.2.2,dierenartsassistent,http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7,301fda29-336b-4260-82b7-c14fc1306dc8,OP-663,Dierenartsassistent,Assistant vétérinaire (h/f/x),,skos:exactMatch,,Assistant vétérinaire (h/f/x)
6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221.3.2,marketingmanager,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,2c469dbd-0319-4b6f-8af3-40ccc94acc8c,OP-665,Accountmanager publiciteit,Responsable de compte publicitaire (h/f/x),,skos:broadMatch,,Accountmanager publiciteit
6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221.3.2,marketingmanager,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,2c469dbd-0319-4b6f-8af3-40ccc94acc8c,OP-665,Accountmanager publiciteit,Responsable de compte publicitaire (h/f/x),,skos:broadMatch,,Responsable de compte publicitaire (h/f/x)
d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2431.7,creatief directeur,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2c469dbd-0319-4b6f-8af3-40ccc94acc8c,OP-665,Accountmanager publiciteit,Responsable de compte publicitaire (h/f/x),,skos:exactMatch,,Accountmanager publiciteit
d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2431.7,creatief directeur,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2c469dbd-0319-4b6f-8af3-40ccc94acc8c,OP-665,Accountmanager publiciteit,Responsable de compte publicitaire (h/f/x),,skos:exactMatch,,Responsable de compte publicitaire (h/f/x)
5d758e75-a116-485a-b800-5db08ffd3ba1,2635.1.2,verslavingsconculent,http://data.europa.eu/esco/occupation/5d758e75-a116-485a-b800-5db08ffd3ba1,c6ef5444-ee52-4160-b8ff-d2b2cdc23daa,OP-666,Ervaringsdeskundige armoede of verslavingsproblematieken,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x),,skos:narrowMatch,,Ervaringsdeskundige armoede of verslavingsproblematieken
5d758e75-a116-485a-b800-5db08ffd3ba1,2635.1.2,verslavingsconculent,http://data.europa.eu/esco/occupation/5d758e75-a116-485a-b800-5db08ffd3ba1,c6ef5444-ee52-4160-b8ff-d2b2cdc23daa,OP-666,Ervaringsdeskundige armoede of verslavingsproblematieken,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x),,skos:narrowMatch,,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x)
d6bffef4-f09a-4711-9ecb-92ec04353b21,2635.3.24,"maatschappelijk werker alcohol-, drugs-, gokverslaafden",http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,c6ef5444-ee52-4160-b8ff-d2b2cdc23daa,OP-666,Ervaringsdeskundige armoede of verslavingsproblematieken,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x),,skos:narrowMatch,,Ervaringsdeskundige armoede of verslavingsproblematieken
d6bffef4-f09a-4711-9ecb-92ec04353b21,2635.3.24,"maatschappelijk werker alcohol-, drugs-, gokverslaafden",http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,c6ef5444-ee52-4160-b8ff-d2b2cdc23daa,OP-666,Ervaringsdeskundige armoede of verslavingsproblematieken,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x),,skos:narrowMatch,,Expert dans le domaine de la pauvreté et des problèmes de toxicomanie (h/f/x)
1185cfe1-49a7-44a7-8dee-45b2f36727f9,5113.1.1,educatief medewerker milieu,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9,5c8187c2-58f3-4230-996e-c461a8790585,OP-667,Coördinator vrijwilligerswerk,Coordonnateur ens bénévolat (h/f/x),,skos:narrowMatch,,Coördinator vrijwilligerswerk
1185cfe1-49a7-44a7-8dee-45b2f36727f9,5113.1.1,educatief medewerker milieu,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9,5c8187c2-58f3-4230-996e-c461a8790585,OP-667,Coördinator vrijwilligerswerk,Coordonnateur ens bénévolat (h/f/x),,skos:narrowMatch,,Coordonnateur ens bénévolat (h/f/x)
03d79393-7b30-4159-945b-01963eddd302,2341.1,leraar basisonderwijs,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,edb63db6-69ba-4ff3-8c3f-bd95f95ad7fd,OP-668,Leerkracht lager onderwijs,Enseignant dans l'enseignement primaire (h/f/x),,skos:exactMatch,,Leerkracht lager onderwijs
03d79393-7b30-4159-945b-01963eddd302,2341.1,leraar basisonderwijs,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,edb63db6-69ba-4ff3-8c3f-bd95f95ad7fd,OP-668,Leerkracht lager onderwijs,Enseignant dans l'enseignement primaire (h/f/x),,skos:exactMatch,,Enseignant dans l'enseignement primaire (h/f/x)
59c22779-4d89-4bc9-ba8b-d64bea236723,2411.1.12,belastingadviseur,http://data.europa.eu/esco/occupation/59c22779-4d89-4bc9-ba8b-d64bea236723,51e298ad-96e1-4ac1-b8fe-86c7337dcf1c,OP-669,Accountant - Belastingsconsulent,Expert-comptable - Conseiller fiscal (h/f/x),,skos:narrowMatch,,Accountant - Belastingsconsulent
59c22779-4d89-4bc9-ba8b-d64bea236723,2411.1.12,belastingadviseur,http://data.europa.eu/esco/occupation/59c22779-4d89-4bc9-ba8b-d64bea236723,51e298ad-96e1-4ac1-b8fe-86c7337dcf1c,OP-669,Accountant - Belastingsconsulent,Expert-comptable - Conseiller fiscal (h/f/x),,skos:narrowMatch,,Expert-comptable - Conseiller fiscal (h/f/x)
29fa406d-de89-4515-be8d-0fe7bda993f1,3323.2,inkoper,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,eccbc68a-353d-40a7-85aa-6577457b3218,OP-67,Aankoper,Acheteur (h/f/x),,skos:exactMatch,,Aankoper
29fa406d-de89-4515-be8d-0fe7bda993f1,3323.2,inkoper,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,eccbc68a-353d-40a7-85aa-6577457b3218,OP-67,Aankoper,Acheteur (h/f/x),,skos:exactMatch,,Acheteur (h/f/x)
bfe142b9-a049-4d41-89c4-fd2f34ac56b6,3313.1,assistent-boekhouder,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,38ef9c91-9b1f-4e66-90e6-b276fb15447c,OP-670,Dossierbeheerder Boekhouden,Gestionnaire de dossiers comptables (h/f/x),,skos:exactMatch,,Dossierbeheerder Boekhouden
bfe142b9-a049-4d41-89c4-fd2f34ac56b6,3313.1,assistent-boekhouder,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,38ef9c91-9b1f-4e66-90e6-b276fb15447c,OP-670,Dossierbeheerder Boekhouden,Gestionnaire de dossiers comptables (h/f/x),,skos:exactMatch,,Gestionnaire de dossiers comptables (h/f/x)
245be6d1-fe9a-4ac8-9f81-122a687e4724,9329.1,productiemedewerker,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,cfcfe17d-ce64-41c8-9bff-641bd6e102ce,OP-672,Productiemedewerker drukken,Collaborateur de production d'imprimés (h/f/x),,skos:broadMatch,,Productiemedewerker drukken
245be6d1-fe9a-4ac8-9f81-122a687e4724,9329.1,productiemedewerker,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,cfcfe17d-ce64-41c8-9bff-641bd6e102ce,OP-672,Productiemedewerker drukken,Collaborateur de production d'imprimés (h/f/x),,skos:broadMatch,,Collaborateur de production d'imprimés (h/f/x)
4910419f-b4af-4f59-b544-9dbebc8a74f0,7411.1,monteur elektrische installaties,http://data.europa.eu/esco/occupation/4910419f-b4af-4f59-b544-9dbebc8a74f0,cfe84de1-a7d1-4b34-924d-764c2cb3c649,OP-675,Elektrotechnicus,Electrotechnicien (h/f/x),,skos:narrowMatch,,Elektrotechnicus
4910419f-b4af-4f59-b544-9dbebc8a74f0,7411.1,monteur elektrische installaties,http://data.europa.eu/esco/occupation/4910419f-b4af-4f59-b544-9dbebc8a74f0,cfe84de1-a7d1-4b34-924d-764c2cb3c649,OP-675,Elektrotechnicus,Electrotechnicien (h/f/x),,skos:narrowMatch,,Electrotechnicien (h/f/x)
9aa2a36f-296e-45fe-9798-b7839e0ed389,3113.1,elektrotechnicus,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,cfe84de1-a7d1-4b34-924d-764c2cb3c649,OP-675,Elektrotechnicus,Electrotechnicien (h/f/x),,skos:exactMatch,,Elektrotechnicus
9aa2a36f-296e-45fe-9798-b7839e0ed389,3113.1,elektrotechnicus,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,cfe84de1-a7d1-4b34-924d-764c2cb3c649,OP-675,Elektrotechnicus,Electrotechnicien (h/f/x),,skos:exactMatch,,Electrotechnicien (h/f/x)
c0c1364d-f784-4e76-8d3f-1e998dc6545d,7422.5,technicus alarmsystemen,http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d,3874d129-378d-4408-9505-0f8b3e31a152,OP-676,Beveiligingstechnicus,Installateur de systèmes de sécurité (h/f/x),,skos:narrowMatch,,Beveiligingstechnicus
c0c1364d-f784-4e76-8d3f-1e998dc6545d,7422.5,technicus alarmsystemen,http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d,3874d129-378d-4408-9505-0f8b3e31a152,OP-676,Beveiligingstechnicus,Installateur de systèmes de sécurité (h/f/x),,skos:narrowMatch,,Installateur de systèmes de sécurité (h/f/x)
33960bab-4423-4808-af6c-ec2b485dba41,7411.1.1,monteur elektrische installaties gebouwen,http://data.europa.eu/esco/occupation/33960bab-4423-4808-af6c-ec2b485dba41,b089d62a-13b4-421f-a681-97f26bca4408,OP-677,Installateur gebouwenautomatisering,Installateur de systèmes d'automatisation de bâtiments (h/f/x),,skos:exactMatch,,Installateur gebouwenautomatisering
33960bab-4423-4808-af6c-ec2b485dba41,7411.1.1,monteur elektrische installaties gebouwen,http://data.europa.eu/esco/occupation/33960bab-4423-4808-af6c-ec2b485dba41,b089d62a-13b4-421f-a681-97f26bca4408,OP-677,Installateur gebouwenautomatisering,Installateur de systèmes d'automatisation de bâtiments (h/f/x),,skos:exactMatch,,Installateur de systèmes d'automatisation de bâtiments (h/f/x)
a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf,7316.4,signmaker,http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf,595499fe-8388-4a0a-b241-a666dd4995f2,OP-678,Print en sign medewerker,Opérateur impression (grand format) et signalétique (h/f/x),,skos:exactMatch,,Print en sign medewerker
a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf,7316.4,signmaker,http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf,595499fe-8388-4a0a-b241-a666dd4995f2,OP-678,Print en sign medewerker,Opérateur impression (grand format) et signalétique (h/f/x),,skos:exactMatch,,Opérateur impression (grand format) et signalétique (h/f/x)
79f435d0-9bc6-4d25-a26a-acbe16569ebb,7127.1,"monteur koel-, lucht- en verwarmingstechniek",http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,24c4867f-0485-4672-9bbb-3f75b657e906,OP-679,Technicus installatietechnieken,Technicien en techniques d'installation (h/f/x),,skos:exactMatch,,Technicus installatietechnieken
79f435d0-9bc6-4d25-a26a-acbe16569ebb,7127.1,"monteur koel-, lucht- en verwarmingstechniek",http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,24c4867f-0485-4672-9bbb-3f75b657e906,OP-679,Technicus installatietechnieken,Technicien en techniques d'installation (h/f/x),,skos:exactMatch,,Technicien en techniques d'installation (h/f/x)
1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,6114.1,productmanager in de landbouw,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Landbouwer
1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,6114.1,productmanager in de landbouw,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Agriculteur (h/f/x)
1c1e86f9-6347-42d6-aa6e-c95b138bf640,6130.2,landbouwer gemengd bedrijf,http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Landbouwer
1c1e86f9-6347-42d6-aa6e-c95b138bf640,6130.2,landbouwer gemengd bedrijf,http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Agriculteur (h/f/x)
4552095e-3396-4831-86ad-4fc34ec39a19,6130.1,boerderijmanager,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Landbouwer
4552095e-3396-4831-86ad-4fc34ec39a19,6130.1,boerderijmanager,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:narrowMatch,,Agriculteur (h/f/x)
f5e80af5-eebe-4133-878a-5dc5ef34fe93,6111.1,bedrijfsleider in de landbouw,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:exactMatch,,Landbouwer
f5e80af5-eebe-4133-878a-5dc5ef34fe93,6111.1,bedrijfsleider in de landbouw,http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,3451e4cb-ef8f-4921-8c04-acaf087459a5,OP-68,Landbouwer,Agriculteur (h/f/x),,skos:exactMatch,,Agriculteur (h/f/x)
1b99cad3-27c6-4e19-83b6-7b5f8338ed2b,2149.7.6,ingenieur windenergie,http://data.europa.eu/esco/occupation/1b99cad3-27c6-4e19-83b6-7b5f8338ed2b,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicus hernieuwbare energietechnieken
1b99cad3-27c6-4e19-83b6-7b5f8338ed2b,2149.7.6,ingenieur windenergie,http://data.europa.eu/esco/occupation/1b99cad3-27c6-4e19-83b6-7b5f8338ed2b,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicien en énergies renouvelables (h/f/x)
6eb85dd0-1188-4081-bf54-1345fb5de3ca,3133.1.2,technicus biogas,http://data.europa.eu/esco/occupation/6eb85dd0-1188-4081-bf54-1345fb5de3ca,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicus hernieuwbare energietechnieken
6eb85dd0-1188-4081-bf54-1345fb5de3ca,3133.1.2,technicus biogas,http://data.europa.eu/esco/occupation/6eb85dd0-1188-4081-bf54-1345fb5de3ca,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicien en énergies renouvelables (h/f/x)
75b63949-1b93-4bf2-a777-ccf978dc3e8a,7411.1.4,monteur zonnepanelen,http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicus hernieuwbare energietechnieken
75b63949-1b93-4bf2-a777-ccf978dc3e8a,7411.1.4,monteur zonnepanelen,http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,3829f3a4-2396-4f4f-92bc-67977145b197,OP-680,Technicus hernieuwbare energietechnieken,Technicien en énergies renouvelables (h/f/x),,skos:narrowMatch,,Technicien en énergies renouvelables (h/f/x)
90f75f67-495d-49fa-ab57-2f320e251d7e,5120.1,kok,http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e,fd5c076b-0b59-4e15-96aa-38dfc018d418,OP-681,Chef de partie,Chef de partie (h/f/x),,skos:broadMatch,,Chef de partie
90f75f67-495d-49fa-ab57-2f320e251d7e,5120.1,kok,http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e,fd5c076b-0b59-4e15-96aa-38dfc018d418,OP-681,Chef de partie,Chef de partie (h/f/x),,skos:broadMatch,,Chef de partie (h/f/x)
4ad4024e-d1d3-4dea-b6d1-2c7948111dce,7231.1,automonteur,http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce,efcdbaeb-d495-4fcc-8e38-74dcae762a67,OP-682,OD-technicus van zware bedrijfsvoertuigen,Technicien en maintenance et diagnostic utilitaires lourds (h/f/x),,skos:broadMatch,,OD-technicus van zware bedrijfsvoertuigen
4ad4024e-d1d3-4dea-b6d1-2c7948111dce,7231.1,automonteur,http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce,efcdbaeb-d495-4fcc-8e38-74dcae762a67,OP-682,OD-technicus van zware bedrijfsvoertuigen,Technicien en maintenance et diagnostic utilitaires lourds (h/f/x),,skos:broadMatch,,Technicien en maintenance et diagnostic utilitaires lourds (h/f/x)
2b136e51-154b-4cb2-8130-f73228f14b11,8152.2,operator textielmachines,http://data.europa.eu/esco/occupation/2b136e51-154b-4cb2-8130-f73228f14b11,a36601d9-7179-40d7-a28c-bfe2158e18a1,OP-684,Productiemedewerker textielproductielijn,Collaborateur de production ligne de production textile (h/f/x),,skos:exactMatch,,Productiemedewerker textielproductielijn
2b136e51-154b-4cb2-8130-f73228f14b11,8152.2,operator textielmachines,http://data.europa.eu/esco/occupation/2b136e51-154b-4cb2-8130-f73228f14b11,a36601d9-7179-40d7-a28c-bfe2158e18a1,OP-684,Productiemedewerker textielproductielijn,Collaborateur de production ligne de production textile (h/f/x),,skos:exactMatch,,Collaborateur de production ligne de production textile (h/f/x)
02375132-3290-4221-bf55-d93ec61a3bf3,7318.6,wever,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,d0886ef7-bb3a-4699-b5ac-ead4711fa61e,OP-685,Wever,Tisserand (h/f/x),,skos:narrowMatch,,Wever
02375132-3290-4221-bf55-d93ec61a3bf3,7318.6,wever,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,d0886ef7-bb3a-4699-b5ac-ead4711fa61e,OP-685,Wever,Tisserand (h/f/x),,skos:narrowMatch,,Tisserand (h/f/x)
939e05ea-2589-4e3c-a501-eea2bdd6864a,8152.3,operator weefmachine,http://data.europa.eu/esco/occupation/939e05ea-2589-4e3c-a501-eea2bdd6864a,d0886ef7-bb3a-4699-b5ac-ead4711fa61e,OP-685,Wever,Tisserand (h/f/x),,skos:narrowMatch,,Wever
939e05ea-2589-4e3c-a501-eea2bdd6864a,8152.3,operator weefmachine,http://data.europa.eu/esco/occupation/939e05ea-2589-4e3c-a501-eea2bdd6864a,d0886ef7-bb3a-4699-b5ac-ead4711fa61e,OP-685,Wever,Tisserand (h/f/x),,skos:narrowMatch,,Tisserand (h/f/x)
3417aab3-8b87-4c3b-bee6-be03fe05be2b,8152.3.1,operator tuften,http://data.europa.eu/esco/occupation/3417aab3-8b87-4c3b-bee6-be03fe05be2b,fbc12af3-8ae6-42e2-a83a-615d61553811,OP-686,Tufter,Conducteur de machine à tufter (h/f/x),,skos:exactMatch,,Tufter
3417aab3-8b87-4c3b-bee6-be03fe05be2b,8152.3.1,operator tuften,http://data.europa.eu/esco/occupation/3417aab3-8b87-4c3b-bee6-be03fe05be2b,fbc12af3-8ae6-42e2-a83a-615d61553811,OP-686,Tufter,Conducteur de machine à tufter (h/f/x),,skos:exactMatch,,Conducteur de machine à tufter (h/f/x)
77a05858-f682-4648-baa5-9b86deeffbc1,7523.3,operator houtbewerkingsmachine meubelen,http://data.europa.eu/esco/occupation/77a05858-f682-4648-baa5-9b86deeffbc1,2e02f846-63ad-45f5-9ac0-ca3c653394c4,OP-688,Operator CNC-gestuurde houtbewerkingsmachines,Opérateur de machines à bois à commande numérique (h/f/x),,skos:narrowMatch,,Operator CNC-gestuurde houtbewerkingsmachines
77a05858-f682-4648-baa5-9b86deeffbc1,7523.3,operator houtbewerkingsmachine meubelen,http://data.europa.eu/esco/occupation/77a05858-f682-4648-baa5-9b86deeffbc1,2e02f846-63ad-45f5-9ac0-ca3c653394c4,OP-688,Operator CNC-gestuurde houtbewerkingsmachines,Opérateur de machines à bois à commande numérique (h/f/x),,skos:narrowMatch,,Opérateur de machines à bois à commande numérique (h/f/x)
7e08d38d-30c9-4a6f-b88e-b28e87c0b259,7523.2,operator houtboormachine,http://data.europa.eu/esco/occupation/7e08d38d-30c9-4a6f-b88e-b28e87c0b259,2e02f846-63ad-45f5-9ac0-ca3c653394c4,OP-688,Operator CNC-gestuurde houtbewerkingsmachines,Opérateur de machines à bois à commande numérique (h/f/x),,skos:narrowMatch,,Operator CNC-gestuurde houtbewerkingsmachines
